ID;Heures_depuis_dernière_maintenance;Maintenance_complète_année_précédente;Warning_depuis_dernière_maintenance;Heures_usage;Site_fabrication;Type_fréquence;Sensitivité;Type;Usage_critique;Type_avion;Incident
100510;24;No;Yes;2899;1;C;Low;Normal;No;;No
100511;40;Yes;Yes;2154;2;A1;Low;Wet;No;Other;No
100512;76;No;Yes;2089;2;D;Low;Normal;No;Turboprop;No
100513;49;Yes;Yes;1971;1;D;Low;Dry;No;Helicopter;No
100514;66;No;No;1614;1;A1;Normal;Dry;Yes;Passengers LD;No
100515;42;No;No;1847;1;A2;Low;Normal;No;Tanker;No
100516;33;No;Yes;2039;1;A1;Low;Wet;Yes;Cargo;No
100517;49;No;No;2563;2;A1;Low;Wet;Yes;Passengers LD;No
100518;56;No;No;2757;2;D;Low;Wet;Yes;Fighter type A;No
100519;31;No;No;2754;1;C;Low;Dry;No;;No
100520;21;No;No;2525;2;;Normal;Wet;No;Unknown;No
100521;67;No;Yes;2438;1;A2;Normal;Dry;No;Turboprop;No
100522;59;No;Yes;2909;1;D;Low;Wet;Yes;Fighter type C;No
100523;62;Yes;No;2409;1;C;Normal;Wet;No;Tanker;No
100524;26;Yes;No;1876;2;C;Low;Normal;No;Fighter type A;No
100525;29;No;No;2185;1;A1;Low;Wet;No;Passengers LD;No
100526;61;No;No;2449;1;D;Low;Dry;Yes;Unknown;No
100527;28;Yes;Yes;1735;2;D;Low;Dry;No;Turboprop;No
100528;51;No;No;2053;2;A1;Low;Wet;No;Unknown;No
100529;;No;No;4037;1;C;Normal;Normal;Yes;Fighter type C;Yes
100530;;No;Yes;1568;1;D;Normal;Normal;Yes;Other;No
100531;;Yes;No;1816;1;A1;Low;Dry;No;Fighter type A;No
100532;67;No;;4097;2;C;Low;Normal;No;Fighter type B;No
100533;;Yes;No;2615;2;D;Low;Dry;No;Unknown;No
100534;57;No;Yes;2083;2;A1;Low;Dry;No;Turboprop;Yes
100535;73;No;No;1249;2;A2;Low;Normal;No;Turboprop;No
100536;73;No;Yes;1644;1;D;Normal;Dry;No;Passengers LD;No
100537;19;No;No;4203;2;A1;Normal;Wet;Yes;Fighter type C;No
100538;49;No;Yes;1116;2;A2;Low;Wet;No;Helicopter;No
100539;32;Yes;Yes;2034;2;C;Low;Normal;Yes;Fighter type C;No
100540;33;No;Yes;2274;;C;Low;Dry;No;Unknown;No
100541;;Yes;No;2599;1;A1;Normal;;Yes;Turboprop;No
100542;18;No;Yes;2630;1;D;Normal;Dry;No;Passengers LD;No
100543;26;No;Yes;3671;2;A1;Low;Normal;No;Helicopter;Yes
100544;42;Yes;No;2099;1;A1;Low;Normal;No;Tanker;No
100545;49;No;Yes;2654;1;C;Low;Dry;Yes;Cargo;No
100546;53;No;No;2591;1;C;Low;Dry;Yes;Fighter type C;No
100547;59;No;Yes;3595;2;D;Normal;Wet;No;Fighter type A;Yes
100548;55;No;Yes;1311;2;A1;Low;Normal;Yes;Helicopter;No
100549;46;No;No;1994;2;A2;Low;Wet;No;Fighter type C;No
100550;51;No;No;4209;1;C;Normal;Normal;No;Turboprop;No
100551;45;No;No;2929;2;C;Low;Wet;No;Turboprop;Yes
100552;40;No;Yes;3232;1;C;Low;Normal;No;Cargo;No
100553;52;No;No;3505;1;C;Low;Wet;No;Passengers SD;No
100554;40;Yes;No;3319;2;D;Low;Wet;No;Other;No
100555;43;Yes;Yes;1926;2;A1;Normal;Normal;Yes;Other;No
100556;21;No;No;2795;1;C;Low;Wet;No;Fighter type A;No
100557;59;Yes;No;2121;2;A1;Low;Normal;No;Other;No
100558;56;No;No;1381;2;C;Low;Dry;Yes;Turboprop;No
100559;28;No;Yes;4254;2;A1;Low;Dry;No;Fighter type B;No
100560;67;No;No;3912;1;C;Low;Normal;No;Other;No
100561;22;No;No;3663;2;C;Low;Dry;No;Passengers LD;No
100562;;No;Yes;2629;2;A1;Low;Dry;No;Passengers SD;No
100563;64;No;No;1469;2;D;;Wet;Yes;Fighter type B;No
100564;66;No;No;3105;2;D;Normal;Wet;No;Passengers SD;No
100565;56;Yes;No;1960;2;A2;Low;Wet;No;Other;No
100566;70;Yes;Yes;1585;1;A2;Low;Wet;No;Fighter type C;No
100567;63;;No;2041;2;B;Low;Dry;No;;No
100568;77;Yes;Yes;1768;2;A2;Normal;Normal;No;Turboprop;No
100569;23;No;;2410;2;A1;Normal;Wet;Yes;Passengers LD;No
100570;28;No;No;3400;2;A2;Low;Dry;No;Passengers LD;No
100571;59;No;Yes;2907;1;A2;Low;Dry;Yes;Unknown;No
100572;59;No;Yes;3025;2;C;Normal;Dry;No;Fighter type A;Yes
100573;58;No;No;2390;1;A1;Low;Wet;No;Passengers LD;No
100574;31;No;No;3401;2;A1;Normal;Wet;Yes;Other;No
100575;53;No;No;2694;2;A1;Low;Wet;No;Passengers SD;No
100576;;Yes;Yes;1969;1;A2;Low;Normal;No;;No
100577;53;No;No;4721;1;A1;Normal;Dry;No;Fighter type C;No
100578;61;;No;3770;1;D;Normal;;No;Tanker;No
100579;35;No;No;737;;D;Low;Dry;Yes;Tanker;No
100580;57;No;No;3886;2;B;Low;Dry;No;Fighter type A;No
100581;31;No;No;2631;2;D;Normal;Dry;No;Passengers SD;No
100582;48;Yes;Yes;2586;1;D;Low;Normal;No;Passengers SD;No
100583;64;No;No;3926;2;A1;Low;Dry;Yes;Passengers SD;No
100584;68;Yes;No;2167;2;A1;Low;Wet;No;Passengers SD;No
100585;38;No;Yes;4240;2;A2;Low;Dry;No;Unknown;No
100586;54;No;No;2689;2;A2;Low;Wet;No;Passengers LD;No
100587;31;No;Yes;1720;1;D;Low;Dry;No;Other;No
100588;49;No;No;1886;2;A1;Normal;Dry;No;Tanker;No
100589;71;No;No;2238;2;A1;Low;Normal;No;Turboprop;No
100590;68;No;Yes;1651;2;A2;Normal;Normal;No;Fighter type C;No
100591;40;No;Yes;2241;2;D;Low;Dry;Yes;Fighter type C;No
100592;37;No;Yes;2592;1;A1;Low;Normal;Yes;Helicopter;No
100593;77;No;No;3659;2;D;Low;Normal;No;Passengers LD;No
100594;50;Yes;No;2353;2;A1;Low;Wet;No;Tanker;No
100595;74;Yes;Yes;2540;1;A1;;Dry;;Other;Yes
100596;18;No;No;2487;1;A2;Low;Wet;No;Other;No
100597;;Yes;Yes;3152;2;C;Low;Normal;No;Fighter type C;No
100598;57;No;No;2148;1;C;Low;Wet;Yes;Other;No
100599;27;Yes;Yes;4042;2;C;Low;Dry;No;Passengers LD;No
100600;83;No;Yes;2474;2;D;Low;Dry;No;Unknown;No
100601;32;No;Yes;1625;1;A1;Low;Normal;Yes;Helicopter;No
100602;35;No;No;2640;1;C;Low;Dry;No;Passengers SD;No
100603;82;Yes;No;2205;2;A1;Low;Normal;No;Passengers SD;No
100604;50;Yes;Yes;1990;2;A1;Normal;Wet;No;Fighter type C;No
100605;49;Yes;Yes;3075;1;D;Normal;Wet;No;Other;No
100606;44;Yes;No;2975;2;D;;Normal;No;Cargo;No
100607;52;No;No;1928;2;A1;Low;Dry;No;Other;No
100608;42;No;No;4490;2;A2;Normal;Dry;No;Fighter type A;No
100609;35;No;No;1974;1;C;Low;Wet;No;Fighter type B;No
100610;63;No;No;1796;1;A1;Low;Dry;No;Unknown;No
100611;66;No;No;3472;1;D;Normal;Wet;No;Passengers SD;No
100612;64;No;No;2045;2;C;Normal;Dry;No;Fighter type A;No
100613;57;No;Yes;2256;1;A2;Low;Dry;No;Turboprop;No
100614;21;Yes;No;2589;1;A1;Low;Dry;No;Passengers LD;No
100615;24;No;No;2075;1;C;Low;Wet;No;Turboprop;No
100616;24;No;Yes;3294;2;A1;Normal;Normal;Yes;Tanker;No
100617;40;No;No;2333;2;;Normal;Wet;Yes;Fighter type C;No
100618;48;No;No;1660;2;D;Low;Dry;No;Fighter type C;No
100619;55;No;No;1632;1;D;Low;Wet;No;Fighter type C;No
100620;48;No;No;2441;1;D;Low;Wet;No;Fighter type A;No
100621;22;Yes;No;2134;1;D;Low;Dry;No;Other;No
100622;51;No;No;1815;2;A2;Low;Dry;No;Tanker;Yes
100623;62;No;No;3240;1;D;Normal;Normal;No;Unknown;No
100624;28;No;No;1108;2;A1;Low;Dry;No;Fighter type C;No
100625;77;Yes;No;2288;1;A1;Normal;Dry;No;Fighter type C;No
100626;;No;No;3176;1;C;Low;Dry;No;Cargo;No
100627;34;No;No;3158;2;C;Normal;Dry;No;Other;No
100628;28;No;No;4781;2;D;Low;Dry;Yes;Tanker;No
100629;44;Yes;Yes;3497;1;A2;Low;Normal;No;Unknown;No
100630;44;No;No;3085;1;C;Low;Dry;No;Fighter type C;No
100631;48;No;No;2688;1;C;Low;Wet;No;Other;No
100632;70;No;No;2396;2;D;Normal;Dry;No;Helicopter;No
100633;59;No;No;3551;1;D;;Wet;No;Fighter type A;No
100634;51;Yes;Yes;3540;1;A1;Low;Dry;Yes;Fighter type C;No
100635;;No;Yes;1665;1;A2;Low;Dry;No;Fighter type C;No
100636;91;No;;2499;2;A2;Low;;No;Tanker;Yes
100637;58;No;No;3421;2;A1;Normal;Wet;Yes;Fighter type A;No
100638;29;Yes;No;3080;2;A1;Normal;Normal;No;Fighter type C;No
100639;43;No;No;2586;2;C;Normal;Dry;No;Turboprop;No
100640;21;No;No;3158;2;C;Normal;Dry;No;Helicopter;No
100641;58;No;No;2175;1;B;Low;Dry;No;Helicopter;No
100642;28;No;Yes;2193;2;D;Normal;Dry;Yes;Fighter type B;No
100643;59;No;No;2824;1;B;Normal;Dry;No;Fighter type C;No
100644;19;No;Yes;1490;2;C;Low;Normal;No;Passengers SD;No
100645;63;No;No;2506;2;A2;Low;Dry;No;Fighter type C;No
100646;38;No;No;2904;1;C;Low;Normal;No;Fighter type A;No
100647;63;No;Yes;3025;2;C;Normal;Wet;No;Cargo;No
100648;44;No;No;2335;2;D;Normal;Dry;No;Fighter type C;No
100649;39;No;No;2357;1;A1;Low;Normal;No;Other;No
100650;67;No;No;2831;2;D;Low;Normal;No;Fighter type B;Yes
100651;32;No;No;3121;2;A1;Normal;Dry;Yes;Passengers SD;No
100652;22;No;Yes;2168;2;D;Low;Wet;No;Helicopter;No
100653;55;No;No;4188;1;C;Normal;Normal;No;Fighter type C;Yes
100654;20;Yes;No;1246;2;A1;Low;Wet;No;Other;No
100655;35;No;No;2240;1;A1;Low;Normal;Yes;Passengers LD;No
100656;73;No;No;2739;1;C;Low;Dry;No;Fighter type B;No
100657;71;No;Yes;2414;1;A1;Low;Normal;No;Unknown;No
100658;51;No;No;3228;1;C;Normal;Normal;No;Other;No
100659;38;No;No;2541;2;C;Low;Wet;No;Other;Yes
100660;39;No;No;2623;2;D;Low;Normal;No;Turboprop;No
100661;23;No;No;2139;1;C;Low;Wet;No;Cargo;No
100662;63;No;No;1353;1;C;Normal;Normal;No;Passengers LD;No
100663;47;No;No;2593;1;A1;Low;Wet;Yes;Turboprop;No
100664;68;Yes;Yes;2556;1;C;Low;Normal;No;Fighter type C;No
100665;40;No;No;2988;2;A1;Low;Dry;No;Fighter type B;No
100666;68;No;No;2663;2;C;Low;Normal;No;Unknown;No
100667;26;Yes;Yes;2799;1;D;Low;Normal;Yes;Unknown;No
100668;43;No;No;2300;1;B;Low;Normal;No;Fighter type A;No
100669;55;No;Yes;1916;2;C;Normal;Dry;No;Fighter type C;No
100670;56;No;No;5189;2;D;Low;Dry;Yes;Passengers LD;No
100671;41;No;No;1704;1;C;Normal;Dry;No;Tanker;No
100672;58;No;No;1245;2;A1;Normal;Dry;Yes;Fighter type C;No
100673;29;No;No;2168;1;B;Low;Dry;No;Other;No
100674;33;No;Yes;1982;1;C;Low;Dry;No;Passengers LD;No
100675;41;Yes;Yes;2563;2;D;Low;Wet;No;Unknown;No
100676;28;Yes;Yes;1743;2;A1;Low;Dry;Yes;Cargo;No
100677;36;Yes;No;2127;1;D;Normal;Normal;No;Helicopter;No
100678;63;Yes;Yes;2159;2;D;Normal;Dry;No;Unknown;No
100679;44;No;No;4157;1;C;Low;Dry;Yes;Turboprop;No
100680;60;No;No;3214;2;D;Low;Normal;No;Fighter type B;No
100681;44;Yes;No;1408;1;C;Low;Normal;No;Passengers LD;No
100682;68;Yes;Yes;1864;2;A1;;Wet;Yes;Helicopter;No
100683;74;No;No;918;1;C;Low;Wet;No;Fighter type C;No
100684;62;Yes;No;1252;2;D;Normal;Normal;No;Fighter type C;No
100685;62;No;No;2587;2;A1;Low;Normal;No;Tanker;No
100686;64;No;No;3833;1;A2;Normal;Normal;No;Fighter type A;No
100687;49;No;No;2293;1;C;Normal;Wet;No;Unknown;No
100688;35;No;Yes;4378;2;C;Low;Dry;No;Fighter type C;No
100689;56;No;No;2435;1;D;Low;Wet;Yes;Fighter type A;No
100690;27;No;No;2271;2;A1;Low;Wet;Yes;Unknown;No
100691;33;Yes;No;2669;2;A2;Low;Normal;Yes;Passengers LD;No
100692;;No;No;3603;1;B;Low;Wet;Yes;Fighter type C;No
100693;54;No;Yes;2302;2;C;Low;Normal;No;Tanker;No
100694;;;No;2107;2;C;Low;Dry;Yes;Passengers SD;Yes
100695;39;No;No;911;2;D;;;No;Helicopter;No
100696;61;Yes;No;2832;2;A1;Low;;No;Fighter type A;No
100697;46;No;No;2573;2;A1;Low;Normal;Yes;Cargo;No
100698;71;Yes;No;2760;2;A1;Low;Dry;Yes;Passengers LD;No
100699;57;Yes;No;3089;2;A1;Low;Wet;Yes;Unknown;Yes
100700;;No;No;2274;1;A2;Low;Normal;No;Tanker;No
100701;67;No;Yes;2070;2;A2;Low;Normal;No;Cargo;No
100702;38;No;No;2067;2;B;Low;Dry;No;Fighter type B;No
100703;40;No;No;1473;1;A1;Low;Dry;Yes;Unknown;No
100704;42;No;Yes;2909;2;C;Normal;Wet;No;Fighter type C;No
100705;44;No;No;1804;2;D;Normal;Wet;Yes;Unknown;No
100706;53;Yes;No;2351;2;A1;Low;Dry;No;Fighter type B;No
100707;55;Yes;Yes;4955;2;C;Normal;Wet;No;Fighter type C;No
100708;;No;;3038;2;C;Low;Wet;No;Turboprop;No
100709;38;No;No;2567;2;C;Normal;Normal;Yes;Tanker;No
100710;41;No;Yes;2665;1;A1;Low;Normal;No;Passengers SD;No
100711;29;No;No;2973;1;D;Normal;Wet;No;Passengers SD;No
100712;54;No;No;2990;1;D;Normal;Dry;No;Fighter type A;No
100713;36;No;No;2884;1;C;Normal;Dry;Yes;Passengers SD;No
100714;25;No;No;1591;2;A1;Normal;Wet;No;Unknown;No
100715;33;Yes;Yes;3150;2;A1;Low;Dry;No;Passengers LD;No
100716;34;No;No;2260;1;B;Low;Dry;No;Unknown;No
100717;30;No;Yes;4111;2;C;Normal;Dry;No;Cargo;No
100718;37;No;Yes;1525;2;A1;Low;Normal;No;Other;No
100719;56;No;No;2145;2;A2;Low;Wet;Yes;Cargo;No
100720;64;No;No;2166;;D;;Normal;No;Fighter type C;No
100721;39;No;Yes;2077;2;A1;Normal;Dry;No;Fighter type B;No
100722;42;No;Yes;2818;2;A1;Low;Dry;No;Helicopter;No
100723;66;No;No;2250;2;A1;Low;Wet;No;Fighter type A;No
100724;61;No;No;2888;1;C;Low;Normal;Yes;Cargo;No
100725;44;No;Yes;2090;2;A1;Low;Wet;No;Fighter type B;No
100726;37;No;No;1545;1;A1;Normal;Normal;Yes;Helicopter;No
100727;75;;Yes;4679;2;A1;Low;Normal;No;Passengers SD;No
100728;57;No;No;3500;1;D;Low;Normal;No;Unknown;No
100729;50;No;No;2512;2;A2;Low;Dry;No;;No
100730;28;Yes;Yes;2449;2;D;Low;Normal;No;Tanker;No
100731;36;;No;3964;2;C;Low;Wet;Yes;Fighter type B;No
100732;49;No;Yes;2870;1;C;Low;Wet;No;Fighter type A;No
100733;40;No;Yes;2932;2;A1;Normal;Dry;No;Fighter type C;Yes
100734;39;No;Yes;1591;1;D;Normal;Wet;No;Fighter type A;No
100735;64;Yes;No;3005;1;A2;Low;Dry;No;Helicopter;No
100736;58;No;Yes;1320;1;D;Low;Dry;Yes;Helicopter;No
100737;32;No;Yes;1998;2;A1;Low;Dry;No;Tanker;No
100738;42;Yes;No;1937;2;A2;Low;Wet;No;Other;No
100739;54;No;No;2693;1;D;Normal;Dry;No;Turboprop;No
100740;49;No;Yes;1933;2;D;Normal;Wet;No;Turboprop;No
100741;44;Yes;No;4030;2;D;Low;Dry;No;Fighter type B;No
100742;49;Yes;No;2662;1;A1;Low;Dry;Yes;Fighter type B;No
100743;72;No;Yes;1141;1;A1;Low;Wet;No;Unknown;No
100744;42;No;Yes;3775;2;A1;Low;Wet;No;Passengers LD;No
100745;37;Yes;Yes;2360;1;A2;Normal;Wet;No;Fighter type C;No
100746;28;;No;2528;1;A1;Low;Normal;No;Fighter type C;Yes
100747;37;Yes;Yes;2902;1;A1;Low;Normal;No;;No
100748;54;No;No;2280;1;D;Low;Normal;No;Unknown;No
100749;50;No;No;4255;1;A2;Normal;Dry;No;Passengers LD;No
100750;48;Yes;No;1200;2;C;Low;Wet;No;Helicopter;No
100751;45;Yes;No;1222;2;C;Normal;Wet;Yes;Passengers LD;No
100752;63;Yes;No;1859;1;D;Low;Normal;No;Other;No
100753;60;No;Yes;2507;1;C;Low;Normal;No;Passengers SD;No
100754;41;No;No;2241;1;A1;Low;Wet;Yes;Helicopter;No
100755;46;No;No;3533;2;A1;Low;Dry;No;Unknown;No
100756;42;No;Yes;4877;2;A1;Low;Normal;No;Fighter type B;No
100757;61;Yes;No;3478;1;D;Normal;;No;Cargo;No
100758;49;No;No;1628;1;A2;Low;Normal;No;Other;No
100759;29;Yes;No;2753;1;A2;Low;Wet;No;Unknown;No
100760;44;Yes;Yes;2590;2;B;Low;Wet;No;Passengers LD;No
100761;37;Yes;No;2925;1;A1;Normal;Normal;No;Cargo;No
100762;61;No;No;2242;1;D;Low;Dry;No;Other;No
100763;37;No;Yes;2495;2;A1;Low;Dry;No;Cargo;No
100764;77;No;No;2595;2;C;Low;Dry;No;Passengers LD;Yes
100765;39;No;No;1960;2;A2;Low;Wet;No;Cargo;No
100766;24;No;No;3198;1;A1;Normal;Dry;No;Fighter type C;No
100767;72;No;No;2584;1;A1;Low;Wet;Yes;Cargo;No
100768;37;No;;4604;2;D;Low;Wet;No;Turboprop;No
100769;56;No;No;2186;2;C;Low;Normal;No;Helicopter;No
100770;58;No;Yes;2373;2;C;Normal;Wet;Yes;Passengers SD;No
100771;71;No;No;3567;2;C;Low;Dry;No;Fighter type B;No
100772;47;No;Yes;2074;1;A1;Low;Wet;No;Fighter type A;No
100773;31;Yes;No;2583;2;C;Normal;Dry;No;Fighter type B;No
100774;28;Yes;No;2743;1;C;Normal;Dry;No;Fighter type C;No
100775;65;No;No;2589;2;D;;Wet;No;Other;No
100776;29;No;No;2285;1;A2;Normal;Normal;No;Tanker;No
100777;61;Yes;Yes;4571;1;D;Low;Wet;No;Helicopter;No
100778;29;No;No;1674;2;D;Low;Wet;No;Fighter type B;No
100779;57;No;No;2364;2;D;Low;Normal;No;Fighter type C;No
100780;41;No;No;2353;1;A1;Low;Normal;No;Fighter type C;No
100781;41;Yes;No;2257;1;A2;Low;Wet;No;Fighter type A;No
100782;41;No;No;2639;1;;Normal;Wet;No;;No
100783;39;Yes;Yes;2056;2;;Low;Normal;No;Passengers LD;No
100784;47;No;No;1762;1;C;Normal;Normal;No;Other;No
100785;58;No;No;5090;1;D;Normal;Normal;Yes;Unknown;No
100786;51;No;No;2049;1;A2;Normal;Dry;No;Passengers LD;No
100787;67;No;No;3375;2;A1;Low;Normal;No;Tanker;No
100788;57;Yes;No;2615;2;A1;Low;Normal;Yes;Turboprop;No
100789;39;;Yes;3205;2;A2;Low;Normal;Yes;Fighter type C;Yes
100790;66;Yes;Yes;2272;2;A1;Normal;Normal;Yes;Fighter type C;No
100791;50;Yes;Yes;1527;2;A2;Low;Wet;Yes;Unknown;No
100792;63;Yes;No;2216;1;C;Low;Normal;No;Fighter type C;No
100793;26;Yes;No;4199;1;A1;Low;Normal;No;Other;No
100794;46;No;Yes;2717;1;A2;Normal;Normal;No;Turboprop;No
100795;37;No;Yes;4136;1;D;Low;Normal;Yes;Fighter type C;No
100796;45;No;Yes;1704;1;A2;Low;Dry;No;Fighter type A;No
100797;37;Yes;Yes;1736;2;C;Normal;Dry;No;Fighter type C;No
100798;23;No;No;3482;2;A1;Low;Dry;No;Tanker;No
100799;28;No;No;2606;2;A1;Low;Dry;No;Fighter type C;No
100800;39;Yes;Yes;2156;1;C;Normal;Normal;No;Helicopter;No
100801;62;No;Yes;2894;1;B;Low;Wet;No;Fighter type A;No
100802;40;Yes;No;2992;2;A2;Normal;;No;Other;No
100803;76;No;Yes;3854;2;C;Normal;Dry;No;Other;No
100804;85;No;Yes;2682;2;C;Low;Dry;No;Other;No
100805;40;No;No;2297;1;C;Normal;Dry;No;Tanker;No
100806;36;No;No;2721;2;D;Low;Wet;No;Fighter type C;No
100807;39;No;No;3244;1;D;Low;Wet;Yes;Helicopter;No
100808;74;No;No;1665;2;C;Low;Normal;Yes;Turboprop;No
100809;87;No;Yes;3428;1;C;Normal;Normal;No;Turboprop;Yes
100810;65;Yes;No;3454;2;A2;Low;Dry;No;Other;No
100811;60;No;Yes;4168;1;A1;Normal;Wet;No;Turboprop;No
100812;51;Yes;Yes;4014;1;D;Normal;Dry;Yes;Fighter type B;No
100813;49;No;Yes;2070;2;A1;Normal;Dry;No;Fighter type C;No
100814;50;No;No;1764;1;A1;Normal;Normal;No;Fighter type B;No
100815;57;No;No;3086;2;C;Normal;Wet;No;Tanker;No
100816;54;No;Yes;3151;2;A1;Normal;Wet;Yes;Other;No
100817;45;No;Yes;3092;1;A1;Low;Dry;No;Helicopter;No
100818;44;Yes;No;2070;2;A1;Low;Dry;No;Cargo;No
100819;48;Yes;Yes;2361;2;D;Low;Normal;No;Tanker;No
100820;37;No;No;3154;2;C;Low;Wet;No;Unknown;No
100821;56;Yes;No;2025;1;C;Low;Dry;No;Turboprop;No
100822;73;No;Yes;1776;2;C;Normal;Dry;No;Passengers LD;No
100823;70;No;No;2565;1;A2;Low;Normal;No;Helicopter;No
100824;46;Yes;No;3089;2;C;Normal;Normal;No;Tanker;No
100825;49;No;Yes;2295;1;A1;Normal;Wet;Yes;Cargo;No
100826;52;No;Yes;2927;1;C;Normal;Wet;No;Other;No
100827;20;Yes;No;2851;1;B;Low;Wet;No;Fighter type A;No
100828;49;No;No;2392;2;A1;Low;Wet;Yes;Other;No
100829;18;Yes;No;2792;2;A2;Low;Dry;No;Fighter type C;No
100830;63;No;No;3738;2;A1;Normal;Dry;Yes;Fighter type C;No
100831;51;No;No;2097;1;D;Normal;Wet;No;Tanker;No
100832;48;No;Yes;1913;2;;Low;Normal;Yes;Fighter type A;No
100833;29;No;No;2039;1;A1;Low;Dry;No;Fighter type C;No
100834;40;No;No;2882;1;B;Normal;Wet;No;Turboprop;No
100835;34;Yes;No;1772;2;A1;Low;Dry;No;Fighter type B;No
100836;64;No;No;3114;1;D;Low;Normal;No;Fighter type A;Yes
100837;40;No;No;3066;2;C;Low;Wet;No;Turboprop;No
100838;29;No;No;2507;2;A1;Low;Dry;No;Cargo;No
100839;35;No;Yes;2619;2;A2;Low;Dry;No;Fighter type C;No
100840;60;;Yes;3655;1;D;Low;Wet;No;Passengers SD;No
100841;32;No;;2378;2;A1;Low;Wet;No;Helicopter;No
100842;;Yes;No;1733;2;A1;Low;Normal;No;Tanker;No
100843;69;No;No;1906;2;A1;Normal;Normal;Yes;Tanker;No
100844;25;No;No;3540;2;D;Normal;Dry;No;Fighter type B;No
100845;73;;No;1501;2;A2;;Normal;;Passengers SD;No
100846;26;No;;2432;2;A1;Low;Dry;Yes;;Yes
100847;29;Yes;No;1808;1;A2;Low;Normal;No;Passengers LD;No
100848;83;Yes;Yes;2840;1;A1;Normal;Wet;No;Fighter type C;Yes
100849;44;No;No;1882;2;A2;Normal;Normal;Yes;Tanker;Yes
100850;41;No;No;1480;1;D;Low;Dry;No;Fighter type B;No
100851;55;No;No;1720;1;D;Normal;Dry;No;Fighter type C;Yes
100852;35;No;Yes;5019;1;C;Low;Normal;No;Fighter type C;No
100853;;No;No;3347;2;D;Normal;Wet;Yes;Fighter type C;No
100854;45;No;;2288;2;A2;Low;Normal;No;Fighter type A;No
100855;60;Yes;No;3655;2;C;Normal;Wet;No;Fighter type A;No
100856;64;No;No;2300;2;D;Low;Wet;Yes;Unknown;No
100857;59;No;No;2422;2;C;Low;Wet;No;Other;Yes
100858;55;No;No;2823;1;D;Low;Wet;No;;No
100859;20;No;No;4498;1;D;Low;Wet;Yes;Cargo;No
100860;57;No;Yes;1933;1;A1;Normal;Normal;No;Fighter type C;No
100861;38;Yes;No;1132;2;D;Normal;Dry;No;Other;No
100862;72;No;Yes;3386;2;D;Low;Normal;Yes;Passengers LD;Yes
100863;43;No;No;2658;1;A1;Low;Wet;No;Fighter type C;No
100864;63;No;;4348;2;D;Low;Wet;No;Fighter type B;Yes
100865;;No;No;1338;1;A1;Low;Normal;Yes;Passengers LD;No
100866;57;No;No;2453;1;A2;Low;Dry;No;Unknown;No
100867;59;No;;2379;;A2;Low;Wet;No;Helicopter;No
100868;27;Yes;Yes;2853;2;C;Low;Normal;No;Passengers SD;No
100869;22;No;No;2307;1;C;Low;Wet;Yes;Passengers LD;No
100870;46;No;Yes;2312;1;A1;Normal;Dry;No;Helicopter;No
100871;39;No;No;2383;2;C;Low;Dry;No;Passengers LD;No
100872;73;No;No;2183;1;A2;Low;Wet;No;Passengers SD;No
100873;40;No;Yes;3793;;C;Low;Normal;No;Cargo;Yes
100874;;No;No;1810;;A2;Normal;Normal;No;Unknown;No
100875;43;Yes;No;4758;2;D;Low;Normal;Yes;Fighter type B;No
100876;54;No;No;2105;1;A1;Low;Normal;Yes;Cargo;No
100877;47;No;No;3456;2;A2;Low;Wet;No;Helicopter;No
100878;55;No;Yes;1755;2;A1;Low;Dry;No;Tanker;Yes
100879;63;No;No;4440;2;C;Normal;Dry;No;Passengers SD;No
100880;60;No;Yes;3885;2;A1;Normal;Wet;No;Fighter type C;No
100881;84;Yes;No;2809;2;A1;Low;Wet;No;Tanker;No
100882;27;No;Yes;2145;2;C;Normal;Normal;Yes;Fighter type A;No
100883;53;No;;2432;2;D;Low;Normal;Yes;Passengers SD;No
100884;36;No;No;2241;2;C;Normal;Dry;No;Fighter type A;No
100885;31;No;No;2494;2;A1;Low;Wet;No;Fighter type A;Yes
100886;58;No;Yes;2925;2;A1;Low;Normal;No;Fighter type C;No
100887;49;No;No;2481;1;C;Low;Wet;Yes;Fighter type C;No
100888;51;Yes;No;2497;1;A2;Normal;Normal;Yes;Fighter type C;No
100889;48;No;No;4053;2;C;Low;Dry;No;;No
100890;21;Yes;Yes;2293;2;A1;Low;Wet;No;Fighter type A;No
100891;28;No;No;4223;2;C;Normal;Normal;No;Passengers SD;Yes
100892;64;Yes;No;4581;2;A1;Low;Dry;No;Unknown;No
100893;54;Yes;Yes;1972;1;A2;Low;Normal;No;Passengers SD;No
100894;47;No;No;1842;1;C;Normal;Dry;No;Passengers LD;No
100895;27;No;Yes;2766;1;C;Low;Wet;No;Fighter type C;No
100896;64;Yes;Yes;2684;1;C;Low;Wet;No;Passengers LD;No
100897;67;Yes;No;2693;2;A2;Normal;Wet;No;Fighter type C;No
100898;50;No;No;2232;1;C;Low;Wet;No;Fighter type B;No
100899;39;No;No;2020;2;D;Normal;Wet;No;Fighter type C;No
100900;45;Yes;No;3384;1;A2;Low;Wet;No;Fighter type A;No
100901;63;No;No;2831;1;D;Low;Dry;Yes;Passengers SD;No
100902;62;No;Yes;1659;1;C;Low;Wet;No;Turboprop;No
100903;50;No;Yes;2741;2;D;Low;Dry;No;Other;No
100904;65;No;Yes;2114;1;B;Low;Normal;No;Fighter type C;No
