Code Client;Marque;Usage;CSP;Puissance;Valeur;Zone_tarif;Statut Marital;Permis;Garage;Age;Ancienneté;Ancienneté Contrat;Prime;Type Assurance;Fraude
1083423;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Marié;1969;Oui;63,00;4,00;16,00;1016,83;Tous risques;Non
1084046;Citroën;Privé;Retraités  (R);2;2;2;Marié;1969;Non;68,00;25,00;19,00;243,00;Tiers;Non
1084709;Mazda;Privé;Employés (E);7;7;1;Marié;1979;Non;51,00;16,00;15,00;507,05;Tous risques;Non
1084981;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;12;4;Inconnu;1971;Oui;64,00;7,00;4,00;1238,65;Tiers;Non
1088039;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;6;Inconnu;1985;Non;46,00;15,00;13,00;381,88;Tous risques;Non
1088481;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;2;Marié;1981;Oui;54,00;9,00;4,00;1091,08;Tous risques sérénité;Oui
1088799;Volkswagen;Privé;Retraités  (R);5;6;7;Marié;1972;Non;64,00;9,00;7,00;516,04;Tous risques sérénité;Non
1088866;Peugeot;Privé;Retraités  (R);6;5;2;Marié;1998;Non;74,00;14,00;5,00;731,91;Tous risques sérénité;Oui
1089719;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);5;4;3;Inconnu;1964;Oui;;11,00;11,00;480,52;Tous risques;Non
1089872;Fiat;Privé;Professions intermédiaires (PI);5;6;2;Inconnu;1984;Non;49,00;8,00;18,00;393,47;Tous risques sérénité;Non
1090103;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;14;2;Célibataire;1999;Non;31,00;12,00;5,00;687,39;Tous risques;Oui
1091601;Renault;Privé;Employés (E);6;6;2;Marié;1990;Non;63,00;13,00;13,00;453,69;Tous risques;Non
1091753;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;2;Célibataire;1977;Oui;55,00;10,00;11,00;408,26;Tous risques;Non
1092238;Citroën;Privé & trajet travail;Employés (E);7;7;4;Célibataire;2003;Oui;28,00;6,00;5,00;1443,54;Tous risques;Non
1093213;Citroën;Privé;Retraités  (R);10;12;2;Marié;1960;Non;75,00;4,00;14,00;1274,47;Tous risques;Non
1093314;Renault;Privé;Retraités  (R);7;5;7;Marié;1981;Oui;76,00;5,00;31,00;979,94;Tous risques;Non
1093952;Volkswagen;Privé & trajet travail;Employés (E);4;3;4;Célibataire;1999;Non;31,00;8,00;13,00;796,85;Tous risques sérénité;Non
1092598;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Célibataire;1998;Oui;32,00;6,00;5,00;2768,02;Tiers;Oui
1093782;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;3;Célibataire;1992;Oui;39,00;7,00;6,00;841,06;Tous risques sérénité;Non
1095671;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;3;3;Célibataire;1998;Oui;33,00;10,00;5,00;965,92;Tous risques;Oui
1095739;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;4;7;Marié;1976;Oui;59,00;10,00;5,00;1510,16;Tiers;Oui
1095909;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Célibataire;1995;Non;35,00;6,00;4,00;869,26;Tous risques sérénité;Non
1095979;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;8;;Marié;1983;Oui;52,00;5,00;4,00;1226,45;Tous risques;Non
1096403;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;4;Divorcé;1992;Non;45,00;15,00;13,00;1463,66;Tous risques sérénité;Oui
1097397;Renault;Privé & trajet travail;Employés (E);4;4;3;Marié;1996;Non;36,00;14,00;13,00;421,98;Tiers;Oui
1097480;Renault;Privé;Retraités  (R);3;5;3;Marié;1977;Oui;69,00;13,00;13,00;511,01;Tous risques sérénité;Non
1098103;Citroën;Privé & Professionnel;Professions intermédiaires (PI);5;4;2;Marié;1972;Non;67,00;9,00;9,00;565,13;Tous risques;Non
1098285;Ford;Privé;Professions intermédiaires (PI);4;6;7;Marié;1999;Oui;32,00;7,00;5,00;1522,97;Tiers;Oui
1099268;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;5;Marié;1990;Non;54,00;25,00;4,00;301,24;Tous risques;Non
1099312;Renault;Privé;Employés (E);8;8;3;Marié;1994;Oui;36,00;6,00;7,00;888,02;Tiers;Non
1099558;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Inconnu;1985;Oui;46,00;14,00;15,00;1001,74;Tous risques sérénité;Non
1099778;Renault;Privé & trajet travail;Employés (E);3;5;4;Célibataire;2001;Non;29,00;16,00;6,00;573,97;Tiers;Non
1100155;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;11;3;Marié;1990;Non;40,00;14,00;6,00;770,02;Tous risques;Oui
1110839;Fiat;Privé & trajet travail;Employés (E);8;9;5;Marié;1998;Non;32,00;11,00;5,00;918,20;Tous risques;Oui
1111051;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);5;6;1;Marié;1977;Oui;63,00;22,00;16,00;213,58;Tous risques;Non
1111690;Renault;Privé & trajet travail;Employés (E);4;4;2;Marié;1993;Oui;55,00;13,00;7,00;284,93;Tous risques;Non
1100566;Fiat;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);8;9;6;Célibataire;1996;Non;37,00;5,00;6,00;1904,85;Tous risques;Non
1101002;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;10;Marié;1985;Oui;47,00;11,00;5,00;981,62;Tiers;Oui
1101758;Citroën;Privé & trajet travail;Employés (E);2;2;6;Célibataire;1985;Non;83,00;19,00;25,00;592,87;Tous risques;Non
1102085;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;5;Inconnu;1986;Oui;48,00;10,00;19,00;842,28;Tiers;Non
1102714;Volvo;Privé;Employés (E);5;8;6;Marié;1975;Non;58,00;14,00;10,00;556,74;Tous risques;Non
1102996;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;7;Marié;1985;Non;46,00;6,00;14,00;1043,36;Tous risques;Non
1103202;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;3;Marié;1970;Oui;61,00;8,00;11,00;1657,73;Tous risques;Non
1103337;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;10;Célibataire;1992;Oui;62,00;4,00;20,00;1203,13;Tous risques;Non
1103421;Saab;Privé & Professionnel;Agriculteurs exploitants (AE);7;9;5;Marié;1960;Oui;73,00;4,00;30,00;829,17;Tous risques;Non
1104159;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Inconnu;1972;Non;64,00;11,00;12,00;689,53;Tiers;Non
1104273;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;7;Marié;1979;Oui;52,00;20,00;13,00;278,52;Tous risques sérénité;Non
1104574;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;6;3;Célibataire;2001;Non;29,00;5,00;7,00;1497,66;Tiers;Oui
1104670;Renault;Privé & trajet travail;Employés (E);10;14;5;Marié;1984;Oui;49,00;4,00;6,00;0,00;Tous risques;Oui
1104854;Volkswagen;Privé;Professions intermédiaires (PI);3;3;3;Marié;1973;Oui;61,00;6,00;17,00;328,53;Tous risques;Non
1106046;Audi;Privé & trajet travail;Employés (E);8;8;8;Célibataire;1990;Non;40,00;5,00;12,00;1314,87;Tous risques sérénité;Non
1106662;Honda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);11;18;8;Marié;2000;Oui;30,00;4,00;4,00;4791,32;Tous risques;Oui
1107714;Ford;Privé;Retraités  (R);6;7;3;Marié;1970;Oui;66,00;4,00;5,00;709,19;Tous risques;Non
1108897;Renault;Privé & Professionnel;Ouvriers (O);9;9;3;Marié;1996;Non;34,00;9,00;12,00;959,51;Tous risques;Non
1109383;Peugeot;Privé;Employés (E);7;12;2;Marié;1987;Non;47,00;15,00;15,00;757,82;Tous risques sérénité;Non
1110757;Ford;Privé;Professions intermédiaires (PI);11;14;5;Marié;1975;Non;56,00;21,00;9,00;756,76;Tous risques;Non
1106927;Citroën;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);4;5;4;Célibataire;2007;Non;24,00;15,00;5,00;747,61;Tous risques sérénité;Oui
1107610;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;4;2;Inconnu;;Non;;8,00;4,00;701,72;Tous risques sérénité;Non
1107728;Citroën;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);9;9;2;Marié;1980;Non;51,00;10,00;8,00;419,69;Tiers;Non
1107835;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;10;5;Marié;2000;Non;30,00;14,00;4,00;1138,49;Tiers;Oui
1108775;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Marié;1997;Oui;36,00;20,00;5,00;632,36;Tous risques sérénité;Non
1113202;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;6;2;Marié;1977;Non;53,00;20,00;7,00;201,69;Tous risques;Non
1115384;Renault;Privé;Retraités  (R);7;5;4;Marié;1959;Oui;72,00;5,00;5,00;905,70;Tous risques sérénité;Non
1116644;Volkswagen;Privé;Employés (E);4;4;5;Marié;1978;Non;55,00;8,00;12,00;880,09;Tiers;Oui
1117283;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;2;6;Célibataire;2004;Non;31,00;8,00;5,00;1261,06;Tous risques sérénité;Oui
1117467;Peugeot;Privé;Retraités  (R);9;9;2;Inconnu;1980;Oui;70,00;5,00;14,00;743,04;Tous risques sérénité;Non
1118010;Mazda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;2;Marié;1971;Oui;70,00;13,00;6,00;598,36;Tiers;Non
1118123;Mazda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;4;Marié;1993;Non;40,00;16,00;15,00;356,58;Tous risques sérénité;Non
1118303;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;9;5;Inconnu;1993;Non;;6,00;6,00;1353,59;Tous risques;Non
1118465;Saab;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);4;5;4;Marié;1981;Oui;49,00;4,00;4,00;711,63;Tous risques;Non
1118615;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;3;Célibataire;2004;Oui;27,00;5,00;5,00;1164,41;Tous risques;Non
1118851;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;2;Célibataire;2000;Oui;30,00;6,00;10,00;1191,54;Tiers;Non
1155732;Renault;Privé;Professions intermédiaires (PI);8;7;7;Marié;1988;Oui;72,00;6,00;16,00;1390,03;Tous risques;Non
1156056;Peugeot;Privé;Professions intermédiaires (PI);7;5;5;Divorcé;1978;Oui;54,00;28,00;6,00;315,42;Tiers;Non
1156146;Renault;Privé & trajet travail;Employés (E);8;8;4;Marié;1986;Oui;47,00;10,00;12,00;872,47;Tous risques;Non
1119032;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;3;Marié;1991;Oui;41,00;14,00;7,00;618,49;Tous risques;Oui
1119288;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;5;Inconnu;1997;Non;34,00;9,00;4,00;935,73;Tous risques;Oui
1119386;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;9;7;Marié;2000;Non;40,00;12,00;6,00;481,89;Tiers;Oui
1119694;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);9;12;6;Inconnu;1999;Non;33,00;8,00;5,00;1886,56;Tous risques;Oui
1119811;Renault;Privé;Retraités  (R);5;6;2;Marié;1979;Non;60,00;16,00;12,00;343,47;Tous risques sérénité;Non
1119993;Lancia;Privé & Professionnel;Agriculteurs exploitants (AE);8;10;2;Marié;1975;Non;71,00;11,00;9,00;628,70;Tous risques;Non
1120319;Renault;Privé & Professionnel;Autres personnes sans activité professionnelle (APSAP);4;3;2;Marié;1994;Non;43,00;7,00;11,00;680,68;Tiers;Oui
1120406;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;11;4;Marié;2000;Non;40,00;15,00;7,00;515,74;Tous risques;Oui
1120689;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;18;9;Marié;1984;Oui;47,00;8,00;6,00;2030,01;Tous risques;Non
1121146;Citroën;Privé;Professions intermédiaires (PI);4;2;1;Marié;2004;Non;44,00;10,00;6,00;645,77;Tiers;Oui
1121439;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;7;5;Célibataire;2005;Non;25,00;6,00;7,00;2380,64;Tous risques;Oui
1121502;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Célibataire;2003;Non;28,00;11,00;7,00;1880,92;Tous risques;Non
1121757;Ford;Privé;Employés (E);6;7;7;Célibataire;2000;Non;31,00;7,00;8,00;1167,00;Tiers;Non
1121779;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);8;7;5;Marié;1970;Non;83,00;7,00;12,00;768,04;Tous risques;Non
1122368;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;4;;Inconnu;1980;Oui;;5,00;5,00;1174,62;Tous risques;Non
1122430;Volkswagen;Privé & Professionnel;Agriculteurs exploitants (AE);6;5;3;Marié;1980;Oui;50,00;10,00;9,00;439,82;Tiers;Non
1122813;Fiat;Privé;Professions intermédiaires (PI);8;12;6;Marié;1999;Non;47,00;10,00;8,00;1092,60;Tiers;Non
1122950;Renault;Privé;Professions intermédiaires (PI);6;7;4;Célibataire;2003;Non;28,00;15,00;4,00;1041,68;Tous risques;Oui
1123560;Saab;Privé & Professionnel;Ouvriers (O);7;11;2;Inconnu;1990;Non;41,00;21,00;14,00;385,85;Tous risques;Non
1124735;Renault;Privé;Professions intermédiaires (PI);4;4;2;Marié;1949;Non;84,00;27,00;27,00;301,85;Tiers;Non
1123059;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;9;3;Célibataire;2004;Non;27,00;8,00;4,00;1455,13;Tous risques sérénité;Oui
1123232;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);9;9;2;Marié;1980;Non;54,00;7,00;9,00;519,85;Tous risques sérénité;Non
1123737;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;10;3;Marié;1997;Oui;33,00;11,00;7,00;525,95;Tiers;Oui
1125158;Nissan;Privé;Retraités  (R);9;12;7;Marié;1979;Oui;70,00;5,00;13,00;1248,25;Tous risques;Non
1125316;Mercedes-Benz;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);4;5;4;Inconnu;;Non;;4,00;4,00;652,18;Tous risques sérénité;Non
1125422;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Célibataire;1998;Oui;34,00;8,00;8,00;1388,81;Tous risques;Non
1125942;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;9;Célibataire;1998;Non;34,00;14,00;7,00;2116,14;Tous risques;Oui
1126745;Lancia;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;11;8;Célibataire;2003;Non;32,00;10,00;4,00;1367,32;Tiers;Oui
1127073;Renault;Privé & trajet travail;Employés (E);10;9;7;Marié;1977;Oui;56,00;10,00;6,00;1390,03;Tiers;Non
1127730;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;2;Marié;1979;Non;51,00;15,00;8,00;694,10;Tiers;Non
1127835;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;8;5;Marié;1993;Oui;39,00;15,00;5,00;1065,16;Tous risques;Oui
1127935;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;5;Célibataire;2006;Non;25,00;10,00;4,00;1873,75;Tous risques;Oui
1128384;Saab;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;6;3;Célibataire;2002;Oui;29,00;5,00;7,00;1530,89;Tous risques;Non
1130697;Renault;Privé;Retraités  (R);6;5;2;Inconnu;1972;Oui;70,00;14,00;5,00;245,90;Tous risques sérénité;Non
1131764;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);11;16;5;Marié;1978;Oui;56,00;12,00;6,00;2557,64;Tous risques sérénité;Non
1132105;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;7;2;Marié;1990;Oui;41,00;12,00;4,00;929,02;Tiers;Non
1142930;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);7;7;2;Marié;1995;Non;48,00;10,00;14,00;797,46;Tous risques;Non
1143259;Renault;Privé;Retraités  (R);4;4;2;Marié;1954;Oui;77,00;14,00;12,00;236,91;Tous risques;Non
1155720;Citroën;Privé;Employés (E);3;4;2;Marié;1990;Non;48,00;14,00;13,00;354,75;Tiers;Non
1132327;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;9;10;Marié;1976;Oui;52,00;16,00;5,00;329,44;Tous risques;Non
1135173;Citroën;Privé;Professions intermédiaires (PI);2;2;5;Inconnu;1966;Oui;65,00;16,00;13,00;212,97;Tiers;Non
1135830;Renault;Privé & trajet travail;Ouvriers (O);4;4;5;Marié;1991;Non;39,00;14,00;5,00;195,90;Tous risques;Non
1136271;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;3;Divorcé;1997;Oui;33,00;6,00;5,00;1492,17;Tous risques;Oui
1136423;Renault;Privé & Professionnel;Professions intermédiaires (PI);6;11;2;Marié;1991;Non;42,00;11,00;7,00;351,24;Tous risques;Non
1136778;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;1;1;Marié;1991;Non;40,00;11,00;12,00;218,31;Tiers;Non
1138656;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;3;Marié;1985;Oui;46,00;5,00;11,00;607,66;Tiers;Non
1139294;Renault;Privé & trajet travail;Employés (E);5;4;3;Célibataire;1999;Oui;32,00;10,00;5,00;1145,50;Tous risques;Oui
1139311;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);4;4;2;Marié;1980;Non;64,00;16,00;5,00;222,88;Tous risques sérénité;Non
1139348;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;7;4;Inconnu;;Non;;8,00;4,00;825,66;Tous risques;Non
1139494;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;7;5;Célibataire;2001;Non;30,00;13,00;5,00;833,29;Tous risques sérénité;Non
1139644;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);7;8;3;Marié;1961;Oui;80,00;17,00;14,00;479,30;Tous risques;Non
1139745;Renault;Privé;Retraités  (R);6;5;3;Marié;1970;Oui;67,00;5,00;16,00;661,78;Tous risques sérénité;Non
1140263;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;5;5;Marié;1992;Oui;54,00;15,00;14,00;463,90;Tous risques;Non
1140905;Peugeot;Privé;Employés (E);6;4;3;Marié;1981;Oui;54,00;6,00;4,00;812,55;Tous risques;Non
1141156;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;10;4;Célibataire;1999;Oui;31,00;11,00;11,00;1081,78;Tiers;Oui
1141281;Chrysler;Privé;Retraités  (R);8;7;2;Marié;1979;Non;54,00;19,00;8,00;643,79;Tous risques;Non
1141664;Peugeot;Privé & trajet travail;Ouvriers (O);4;4;6;Célibataire;2001;Non;30,00;17,00;4,00;535,55;Tiers;Oui
1142054;Chrysler;Privé & Professionnel;Ouvriers (O);7;10;8;Inconnu;;Non;;8,00;7,00;2029,40;Tous risques sérénité;Non
1142464;Citroën;Privé & trajet travail;Employés (E);8;8;3;Marié;1984;Oui;50,00;5,00;13,00;820,79;Tous risques;Non
1143440;Alfa Romeo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);9;12;8;Marié;1977;Non;57,00;5,00;5,00;1127,82;Tous risques;Non
1144255;Fiat;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;10;7;Marié;1973;Oui;59,00;11,00;6,00;1321,58;Tous risques sérénité;Non
1144375;Citroën;Privé & Professionnel;Professions intermédiaires (PI);8;7;3;Marié;1954;Non;83,00;28,00;37,00;750,81;Tiers;Non
1145571;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);8;9;2;Marié;1981;Non;51,00;12,00;4,00;229,59;Tous risques;Non
1145610;BMW;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;7;Célibataire;2003;Non;29,00;13,00;7,00;469,09;Tous risques;Oui
