ID;Age;Sexe; Salaire ;Sexe;Statut;Division;Département;Poste;Ancienneté;Mobilité;HeuresSup;Attrition;Déplacement;Distance lieu de travail;Notation 2017;Grade;Satisfaction;Heures supplémentaires;Nombre employeurs précédents;Ancienneté;Ancienneté compagnie;Ancienneté dans le poste;Dernière augmentation;Manager;Satisfaction lieu de travail;Formation;Equilbre;Notation 2018;Satisfaction équipe
123;28;F; 1 306,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;4;Rarement;Non;En poste;Travel_Rarely;14;High;1;Medium;Yes;9;7;5;4;4;3;Medium;2;Better;Excellent;Low
124;52;F; 9 514,00 € ;Femme;Marié;Logiciels;R&D;Directeur Commercial;0;Ponctuellement;Non;En poste;Travel_Rarely;6;High;5;High;No;7;23;20;18;15;15;Low;5;Better;Excellent;High
125;53;F; 11 394,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;6;Low;2;High;Yes;4;12;7;7;7;7;Medium;3;Good;Excellent;Medium
126;58;F; 4 627,50 € ;Femme;Divorcé;Digital;R&D;Responsable d'équipe;4;Rarement;Oui;En poste;Travel_Rarely;6;Medium;1;Medium;No;1;5;5;4;4;3;High;3;Good;Excellent;High
127;34;F; 1 121,50 € ;Homme;Marié;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;2;Rarement;Non;En poste;Travel_Rarely;23;High;3;Very High;No;1;40;40;10;15;6;Very High;3;Good;Excellent;Very High
128;25;M; 9 827,50 € ;Femme;Marié;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;2;Rarement;Non;En poste;Travel_Rarely;22;High;1;High;Yes;1;0;0;0;0;0;Very High;2;Good;Excellent;Very High
129;27;M; 8 203,50 € ;Homme;Célibataire;Marketing;Ventes;Architecte;0;Rarement;Non;Démission;Travel_Rarely;2;High;1;Very High;No;0;3;2;1;2;1;High;2;Better;Excellent;High
130;32;M; 1 920,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;20;High;2;Low;No;1;16;15;11;5;11;High;2;Good;Excellent;High
131;38;M; 10 718,00 € ;Femme;Marié;Digital;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Frequently;28;Very High;1;High;No;4;18;3;2;1;2;Medium;2;Better;Excellent;Very High
132;25;M; 6 221,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;2;Ponctuellement;Non;En poste;Travel_Frequently;12;High;3;Very High;No;4;16;2;2;2;1;High;3;Better;Excellent;Very High
133;26;M; 2 025,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;20;Low;2;High;Yes;3;4;2;2;2;2;Medium;2;Better;Excellent;High
134;50;M; 6 796,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;5;Rarement;Oui;En poste;Travel_Rarely;9;High;3;High;Yes;3;12;9;7;0;7;High;2;Better;Excellent;High
135;55;M; 11 603,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Oui;Démission;Travel_Rarely;25;High;1;High;No;1;8;8;7;5;7;High;3;Better;Outstanding;Very High
136;34;M; 7 478,00 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;3;Rarement;Non;En poste;Travel_Rarely;6;High;2;Medium;No;6;7;3;2;0;1;Medium;0;Better;Outstanding;Very High
137;36;M; 2 977,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Ponctuellement;Oui;Démission;Travel_Frequently;8;Low;3;Very High;No;2;18;4;2;0;3;Low;2;Better;Excellent;Very High
138;29;M; 11 188,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;4;Medium;2;High;No;4;17;15;11;5;9;Very High;1;Best;Excellent;High
139;40;M; 6 891,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable d'Agence;13;Ponctuellement;Non;En poste;Travel_Rarely;28;Medium;2;High;No;2;6;2;2;2;2;Low;3;Better;Excellent;Very High
140;39;M; 6 157,50 € ;Homme;Marié;Logiciels;R&D;Directeur Commercial;9;Rarement;Non;En poste;Travel_Rarely;9;High;2;Very High;Yes;0;12;11;9;4;7;High;2;Bad;Excellent;Very High
141;49;M; 6 869,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'Agence;3;Ponctuellement;Non;En poste;Travel_Rarely;9;High;1;Low;No;7;10;5;4;0;4;Low;2;Best;Outstanding;Low
142;59;M; 4 982,00 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Oui;En poste;Travel_Rarely;29;High;1;Very High;No;5;9;6;5;0;3;High;2;Good;Excellent;Medium
143;44;M; 9 859,50 € ;Homme;Célibataire;Logiciels;R&D;Directeur Commercial;2;Ponctuellement;Oui;En poste;Travel_Rarely;3;High;2;High;Yes;3;19;3;2;2;2;Very High;2;Better;Outstanding;Medium
144;42;M; 1 126,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;5;Rarement;Non;En poste;Travel_Rarely;18;High;1;High;No;1;5;5;4;0;4;Low;4;Good;Excellent;High
145;33;M; 9 039,50 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;8;Ponctuellement;Non;En poste;Travel_Frequently;9;Low;2;Very High;No;0;9;8;7;0;7;Very High;2;Best;Excellent;Very High
146;54;M; 11 335,00 € ;Femme;Divorcé;Logiciels;R&D;Directeur Commercial;4;Rarement;Oui;En poste;Travel_Rarely;5;High;1;Low;No;5;8;3;2;2;2;Very High;3;Better;Excellent;Very High
147;35;M; 8 239,50 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;Travel_Rarely;2;Medium;1;Very High;No;0;6;5;3;1;2;Medium;3;Better;Excellent;Very High
148;28;M; 12 628,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;0;Ponctuellement;Oui;Démission;Travel_Frequently;10;Medium;4;Low;No;4;21;7;6;7;7;Very High;2;Good;Excellent;Medium
149;39;F; 7 295,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;9;Rarement;Non;En poste;Travel_Rarely;9;High;1;Low;No;2;7;5;0;1;4;High;2;Better;Outstanding;Very High
150;26;F; 1 282,00 € ;Homme;Marié;Logiciels;R&D;Responsable d'équipe;3;Rarement;Non;Démission;Travel_Rarely;3;High;1;Medium;No;1;1;1;0;0;0;Medium;3;Better;Excellent;Very High
151;38;F; 11 913,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;3;Ponctuellement;Non;En poste;Travel_Frequently;26;High;2;Medium;No;1;20;20;7;2;13;Medium;2;Better;Excellent;Low
152;55;M; 9 046,00 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;1;High;3;Medium;No;1;10;10;8;0;6;High;3;Better;Excellent;Low
153;40;M; 8 772,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'Agence;9;Rarement;Non;En poste;Travel_Rarely;6;High;2;High;Yes;2;13;7;7;4;5;Medium;3;Bad;Outstanding;Very High
154;54;M; 8 442,50 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;3;Ponctuellement;Non;En poste;Travel_Rarely;9;High;2;Medium;No;8;20;17;9;0;15;Medium;2;Bad;Excellent;High
155;29;M; 9 101,50 € ;Femme;Marié;Digital;Ventes;Architecte;2;Ponctuellement;Non;En poste;Travel_Frequently;8;High;3;Very High;No;1;9;9;8;3;7;Medium;2;Better;Excellent;Very High
156;31;M; 4 374,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;7;Rarement;Oui;Démission;Non-Travel;1;High;2;High;No;1;10;10;7;0;9;Very High;1;Better;Excellent;Low
157;38;F; 4 933,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;9;Ponctuellement;Non;En poste;Travel_Rarely;7;Medium;2;High;No;2;10;1;0;0;0;Medium;2;Better;Excellent;High
158;42;F; 11 549,50 € ;Femme;Marié;Electronique;R&D;Développeur logiciels;4;Rarement;Non;En poste;Travel_Rarely;9;Medium;1;Medium;Yes;4;9;1;0;0;0;Medium;3;Good;Outstanding;Medium
159;23;F; 8 450,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;4;Medium;3;Very High;No;7;15;12;11;2;11;High;2;Good;Excellent;Low
160;35;F; 5 678,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;Démission;Travel_Frequently;2;High;1;High;No;6;6;4;3;1;2;High;3;Better;Excellent;Very High
161;42;M; 8 656,00 € ;Homme;Marié;Ordinateurs;R&D;Manager;14;Rarement;Non;En poste;Travel_Rarely;19;High;1;Very High;No;1;2;2;2;2;2;High;6;Better;Outstanding;Low
162;40;M; 4 085,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;1;Rarement;Non;En poste;Non-Travel;9;High;1;Medium;No;6;6;2;2;2;2;Very High;1;Bad;Excellent;Very High
163;40;M; 7 784,00 € ;Femme;Marié;Marketing;Ventes;Architecte;3;Rarement;Non;En poste;Travel_Rarely;21;High;1;Very High;No;1;5;5;2;0;2;High;2;Bad;Excellent;High
164;39;M; 4 385,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;3;Jamais;Non;En poste;Travel_Rarely;24;Very High;3;Very High;Yes;3;12;5;3;1;4;High;2;Bad;Excellent;Medium
165;23;M; 10 293,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;2;Rarement;Oui;Démission;Non-Travel;3;Medium;1;High;Yes;1;1;1;1;0;1;High;2;Good;Excellent;Very High
166;22;M; 8 812,00 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;11;High;5;Medium;No;3;21;5;4;4;4;High;5;Better;Excellent;Medium
167;27;M; 6 734,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Ponctuellement;Non;En poste;Travel_Rarely;14;High;1;High;No;4;13;9;8;1;8;Low;2;Better;Excellent;Low
168;24;M; 5 792,50 € ;Homme;Marié;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;0;Rarement;Non;Démission;Travel_Rarely;5;High;3;Very High;No;2;12;10;9;7;4;Medium;2;Better;Excellent;High
169;29;M; 9 654,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Ponctuellement;Non;Démission;Travel_Rarely;1;Medium;2;Very High;No;4;12;8;3;0;7;Low;2;Best;Outstanding;High
170;30;M; 7 714,00 € ;Homme;Divorcé;Ordinateurs;Ressources Humaines;Chargé Ressources Humaines;3;Rarement;Non;En poste;Travel_Rarely;6;High;1;High;No;3;8;5;4;1;4;High;2;Better;Outstanding;Low
171;33;F; 1 596,50 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;3;Ponctuellement;Non;En poste;Travel_Rarely;17;High;1;Medium;Yes;0;6;5;2;1;1;High;3;Good;Excellent;Very High
172;26;M; 3 108,50 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Frequently;1;Low;1;Low;No;0;1;0;0;0;0;High;5;Best;Outstanding;Low
173;33;M; 7 780,00 € ;Femme;Divorcé;Logiciels;Ventes;Architecte;0;Rarement;Oui;Démission;Travel_Frequently;3;High;1;Medium;No;4;13;8;7;7;2;Very High;3;Good;Excellent;High
174;23;F; 12 406,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;2;Rarement;Non;En poste;Non-Travel;9;High;2;Low;No;1;12;12;9;6;10;High;4;Better;Excellent;High
175;39;F; 3 862,50 € ;Homme;Divorcé;Marketing;Ventes;Architecte;3;Rarement;Non;En poste;Travel_Rarely;4;High;2;Low;Yes;4;9;5;4;0;3;High;3;Best;Excellent;Low
176;42;M; 6 444,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable Qualité;14;Rarement;Non;En poste;Travel_Rarely;8;High;1;Low;Yes;4;19;2;2;2;2;High;3;Better;Excellent;High
177;40;M; 6 718,00 € ;Femme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;2;High;1;Very High;No;0;4;3;1;0;2;High;2;Best;Excellent;Low
178;36;M; 1 409,50 € ;Homme;Divorcé;Logiciels;R&D;Directeur Commercial;1;Rarement;Non;En poste;Travel_Rarely;2;Medium;1;Very High;No;1;1;1;0;1;0;Medium;3;Good;Outstanding;High
179;32;M; 9 012,00 € ;Homme;Marié;Logiciels;Ventes;Architecte;2;Rarement;Non;En poste;Travel_Rarely;1;High;3;Low;No;1;24;24;13;15;7;Medium;2;Better;Outstanding;High
180;34;F; 10 169,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;7;Rarement;Non;En poste;Travel_Rarely;9;High;1;Very High;No;1;2;2;2;2;1;High;3;Better;Excellent;High
181;28;M; 2 677,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;0;Ponctuellement;Non;Démission;Travel_Rarely;12;High;1;Very High;Yes;8;7;4;2;0;2;High;0;Better;Outstanding;High
182;44;M; 12 060,50 € ;Femme;Divorcé;Ordinateurs;R&D;Manager;1;Rarement;Oui;En poste;Travel_Rarely;27;High;1;Medium;No;2;9;3;2;1;2;Very High;3;Better;Excellent;Very High
183;36;F; 8 561,50 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;20;High;1;Medium;Yes;1;4;4;3;0;2;Medium;5;Good;Outstanding;Very High
184;50;M; 3 322,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;1;Ponctuellement;Non;En poste;Travel_Rarely;1;Medium;1;High;No;2;5;3;2;0;2;High;2;Good;Excellent;Very High
185;31;M; 7 435,50 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Oui;En poste;Travel_Rarely;13;Very High;2;Low;No;1;5;4;2;1;3;Very High;3;Better;Excellent;High
186;30;M; 9 880,00 € ;Femme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;7;Rarement;Oui;En poste;Travel_Rarely;14;High;1;Medium;No;1;8;8;7;1;6;Very High;5;Better;Excellent;Very High
187;33;M; 2 452,50 € ;Femme;Marié;Logiciels;Ventes;Ingénieur d'affaires;1;Ponctuellement;Non;En poste;Travel_Rarely;4;High;5;High;No;1;21;20;8;9;9;Very High;2;Better;Excellent;Medium
188;35;M; 4 151,00 € ;Homme;Marié;Logiciels;R&D;Responsable d'équipe;3;Jamais;Oui;En poste;Travel_Rarely;14;Very High;5;Medium;No;8;36;24;15;2;15;High;3;Better;Excellent;Very High
189;29;F; 8 642,50 € ;Femme;Divorcé;Digital;R&D;Responsable Qualité;7;Rarement;Oui;Démission;Travel_Frequently;2;Medium;2;High;No;1;10;10;9;1;9;Very High;2;Good;Excellent;High
190;40;F; 6 274,50 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;3;High;4;Medium;No;3;21;7;7;1;0;Very High;6;Better;Excellent;High
191;49;M; 11 896,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;7;Jamais;Oui;En poste;Travel_Rarely;1;Medium;5;High;No;0;34;33;18;11;9;High;5;Better;Excellent;Low
192;48;M; 5 985,50 € ;Homme;Célibataire;Logiciels;R&D;Manager;13;Rarement;Non;En poste;Travel_Rarely;9;High;1;Medium;No;1;7;7;7;0;3;Very High;2;Good;Excellent;Very High
193;23;M; 3 062,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;2;Rarement;Oui;Démission;Travel_Rarely;23;Medium;2;High;Yes;3;8;1;0;0;1;Medium;1;Better;Excellent;Low
194;40;M; 8 535,50 € ;Femme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;0;Jamais;Oui;Démission;Non-Travel;7;Very High;1;Very High;No;4;7;5;4;2;2;Very High;3;Best;Excellent;Very High
195;34;F; 8 745,50 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;7;Rarement;Non;En poste;Non-Travel;2;Medium;4;Very High;No;9;22;20;8;11;8;Low;1;Better;Outstanding;Very High
196;21;F; 12 663,00 € ;Femme;Célibataire;Digital;R&D;Développeur logiciels;2;Rarement;Oui;En poste;Travel_Rarely;21;Very High;1;Low;Yes;1;8;8;7;1;7;Medium;3;Good;Excellent;Low
197;26;F; 10 718,00 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Oui;En poste;Travel_Frequently;2;High;2;Medium;No;5;10;6;2;1;2;Medium;5;Better;Excellent;Very High
198;35;M; 9 697,00 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'équipe;0;Rarement;Non;En poste;Non-Travel;21;High;2;High;No;2;11;5;3;0;2;High;5;Better;Excellent;Medium
199;52;M; 4 865,50 € ;Femme;Marié;Logiciels;R&D;Directeur Commercial;2;Ponctuellement;Oui;En poste;Travel_Rarely;2;High;2;High;No;9;14;1;0;0;0;Very High;3;Better;Excellent;Medium
200;36;M; 11 061,50 € ;Femme;Célibataire;Logiciels;R&D;Développeur logiciels;4;Ponctuellement;Non;En poste;Travel_Rarely;29;High;2;Very High;No;3;9;7;7;1;7;Very High;3;Bad;Excellent;Low
201;37;F; 11 824,00 € ;Homme;Divorcé;Ressources Humaines;Ressources Humaines;Chargé Ressources Humaines;2;Rarement;Oui;Démission;Travel_Frequently;1;Medium;2;Low;No;5;6;2;2;2;0;High;1;Better;Excellent;High
202;24;M; 2 765,00 € ;Homme;Marié;Logiciels;Ventes;Architecte;1;Ponctuellement;Non;En poste;Non-Travel;18;High;2;Very High;Yes;1;7;7;7;1;7;Very High;0;Better;Excellent;Low
203;38;M; 7 874,00 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;3;Ponctuellement;Non;En poste;Travel_Frequently;10;High;1;High;Yes;1;5;5;3;2;0;Very High;4;Best;Excellent;Very High
204;35;M; 3 487,50 € ;Femme;Divorcé;Logiciels;R&D;Responsable d'équipe;1;Rarement;Oui;En poste;Travel_Rarely;19;High;2;Very High;Yes;8;15;7;2;3;7;High;2;Best;Excellent;High
205;47;M; 1 768,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;0;Jamais;Non;En poste;Travel_Rarely;29;High;2;Low;Yes;7;17;1;0;0;0;Medium;2;Better;Excellent;Medium
206;40;M; 9 495,50 € ;Homme;Divorcé;Ordinateurs;R&D;Manager;16;Rarement;Non;En poste;Travel_Rarely;27;High;3;Very High;No;1;10;10;4;1;9;Medium;3;Good;Outstanding;Very High
207;55;F; 8 661,50 € ;Homme;Célibataire;Logiciels;R&D;Manager;2;Jamais;Non;En poste;Travel_Rarely;5;Very High;1;Medium;Yes;1;4;4;2;2;2;Very High;2;Good;Excellent;Low
208;32;M; 8 837,00 € ;Homme;Célibataire;Digital;R&D;Développeur logiciels;7;Jamais;Non;En poste;Travel_Frequently;18;High;1;Very High;No;1;8;8;1;1;7;Medium;2;Better;Excellent;Low
209;38;M; 6 051,00 € ;Homme;Marié;Marketing;Ventes;Architecte;2;Rarement;Non;En poste;Non-Travel;9;Medium;2;Very High;No;9;5;3;2;0;2;Very High;5;Bad;Excellent;Very High
210;41;M; 4 063,50 € ;Homme;Marié;Logiciels;R&D;Directeur Commercial;10;Rarement;Oui;En poste;Travel_Rarely;1;High;3;Low;No;7;17;4;2;0;3;Very High;3;Better;Excellent;High
211;32;M; 9 083,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;5;Rarement;Non;En poste;Travel_Rarely;4;Low;3;Very High;No;1;14;14;8;9;8;Very High;2;Good;Excellent;High
212;37;F; 2 407,00 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;9;Jamais;Oui;En poste;Non-Travel;1;Medium;3;High;No;1;12;11;8;5;8;High;2;Better;Outstanding;High
213;48;F; 5 008,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;15;Rarement;Oui;En poste;Travel_Frequently;20;High;2;High;No;1;7;7;7;0;7;Very High;2;Better;Excellent;Very High
214;50;F; 7 127,50 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;1;Ponctuellement;Non;Démission;Travel_Rarely;8;Medium;3;Medium;No;5;16;10;9;4;7;Medium;5;Bad;Excellent;Very High
215;41;F; 8 836,50 € ;Femme;Marié;Logiciels;R&D;Manager;2;Ponctuellement;Non;En poste;Travel_Rarely;3;High;1;Low;Yes;5;8;5;2;0;4;Very High;5;Better;Excellent;High
216;33;F; 6 624,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;1;Rarement;Non;En poste;Travel_Rarely;6;High;3;Very High;Yes;3;16;1;0;0;0;Very High;3;Better;Excellent;High
217;32;I; 1 796,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Frequently;26;Medium;2;Low;No;5;9;6;3;0;1;High;5;Good;Excellent;High
218;36;I; 6 536,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Oui;En poste;Travel_Rarely;1;High;1;High;No;0;7;6;2;1;5;High;1;Good;Excellent;Very High
219;29;I; 3 070,00 € ;Femme;Marié;Digital;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Non-Travel;6;Medium;3;Very High;No;6;23;19;7;12;8;Very High;2;Better;Excellent;Very High
220;38;I; 7 841,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'Agence;9;Rarement;Oui;En poste;Travel_Rarely;3;High;2;Low;No;2;16;6;2;0;5;Very High;4;Better;Excellent;Very High
221;25;F; 6 975,50 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;3;Jamais;Non;En poste;Travel_Rarely;5;High;2;Medium;No;8;16;13;11;3;7;Very High;3;Best;Excellent;Very High
222;37;F; 1 344,50 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Non;En poste;Travel_Rarely;4;Medium;1;Medium;No;6;7;3;2;1;1;High;3;Better;Outstanding;Very High
223;42;F; 2 814,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Oui;En poste;Travel_Frequently;11;High;3;Very High;Yes;1;10;10;8;0;7;Medium;1;Better;Excellent;High
224;26;F; 7 197,50 € ;Homme;Marié;Electronique;Ventes;Architecte;0;Rarement;Non;Démission;Travel_Rarely;3;High;3;High;No;0;17;16;10;5;13;Low;6;Good;Excellent;High
225;25;F; 10 247,50 € ;Femme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;0;Rarement;Oui;En poste;Non-Travel;1;Low;2;High;No;0;6;5;4;1;4;High;2;Better;Excellent;Very High
226;40;F; 6 511,00 € ;Femme;Marié;Ordinateurs;Ventes;Manager;12;Rarement;Non;En poste;Travel_Rarely;3;Medium;1;Very High;No;3;7;1;0;0;0;High;6;Better;Excellent;Low
227;27;F; 1 871,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;5;Rarement;Oui;Démission;Travel_Frequently;4;High;1;Very High;No;4;13;9;8;5;8;Low;2;Better;Excellent;High
228;58;F; 6 692,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;0;Ponctuellement;Oui;Démission;Travel_Frequently;1;High;3;Very High;No;1;11;11;10;4;1;Medium;5;Better;Excellent;Very High
229;37;F; 7 940,50 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;7;Rarement;Non;En poste;Travel_Frequently;1;High;3;High;No;1;10;10;7;0;8;High;3;Best;Excellent;Low
230;40;F; 10 182,00 € ;Femme;Célibataire;Ordinateurs;R&D;Directeur Commercial;13;Rarement;Non;En poste;Travel_Rarely;18;Medium;1;Very High;Yes;1;4;4;3;0;1;High;3;Good;Excellent;High
231;41;M; 5 055,00 € ;Homme;Célibataire;Logiciels;R&D;Directeur Commercial;2;Rarement;Oui;En poste;Travel_Rarely;2;Medium;1;Very High;No;7;6;2;2;2;2;High;3;Good;Excellent;Medium
232;34;M; 10 821,50 € ;Femme;Marié;Digital;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;4;High;5;Very High;No;1;22;22;17;11;15;High;3;Better;Excellent;Very High
233;37;F; 2 591,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;3;Rarement;Oui;En poste;Travel_Rarely;6;High;1;High;No;8;7;2;2;2;2;Medium;2;Good;Excellent;Very High
234;34;F; 2 472,00 € ;Homme;Marié;Digital;Ventes;Architecte;7;Rarement;Oui;En poste;Travel_Rarely;1;High;5;Very High;No;3;32;7;0;0;6;Very High;3;Good;Excellent;High
235;48;M; 8 077,00 € ;Homme;Célibataire;Logiciels;R&D;Manager;1;Jamais;Non;En poste;Travel_Rarely;14;High;1;Very High;Yes;5;8;5;4;0;4;High;2;Bad;Excellent;High
236;35;M; 6 985,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;4;Ponctuellement;Oui;En poste;Travel_Rarely;16;High;4;Very High;Yes;5;22;17;13;1;9;Very High;3;Better;Outstanding;High
237;37;M; 11 588,50 € ;Homme;Divorcé;Logiciels;R&D;Directeur Commercial;4;Rarement;Non;En poste;Travel_Rarely;2;High;1;Low;No;7;13;9;7;1;7;Low;3;Best;Outstanding;Low
238;32;F; 12 759,00 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;6;Rarement;Non;En poste;Non-Travel;2;Medium;5;High;Yes;1;33;33;7;15;12;Low;2;Best;Excellent;Very High
239;44;F; 8 023,50 € ;Femme;Marié;Logiciels;R&D;Responsable d'équipe;3;Ponctuellement;Non;En poste;Travel_Rarely;4;High;1;Medium;No;2;6;4;3;1;2;High;5;Better;Excellent;Low
240;27;M; 11 699,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable d'équipe;7;Rarement;Non;En poste;Travel_Rarely;1;Medium;1;High;Yes;0;4;3;2;1;2;Very High;2;Bad;Excellent;Very High
241;36;M; 9 855,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Oui;En poste;Travel_Rarely;1;High;1;High;No;7;7;3;2;1;2;High;1;Better;Excellent;High
242;36;M; 3 929,00 € ;Homme;Divorcé;Electronique;R&D;Responsable Qualité;0;Rarement;Non;Démission;Non-Travel;26;High;2;Very High;No;0;4;3;2;2;2;High;2;Better;Excellent;Low
243;32;F; 8 680,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;3;Ponctuellement;Non;En poste;Travel_Rarely;19;High;2;Low;No;2;17;1;0;0;0;High;2;Good;Excellent;Low
244;24;F; 1 048,50 € ;Homme;Marié;Logiciels;Ressources Humaines;Chargé Ressources Humaines;1;Ponctuellement;Non;En poste;Travel_Rarely;24;High;2;Very High;No;1;9;9;8;4;7;Low;3;Better;Excellent;Low
