ID;Programme de Fid;Age;Classe d'age;Sexe;Annee du premier vol;Nombre de vols par an;Classe du nombre de vols par an;Motif du voyage; Depenses aeroport de depart ; Depenses restauration aeroport ;Classe;Compagnie;Nationalite compagnie;Ville de depart;Pays de depart;Ville de destination;Pays de destination;Heure;Heure de depart;Date du vol;Retard au depart en minutes;Annulation du vol;SATISFACTION;Duree du vol;Distance parcourue en miles;Retard a l'arrivee de + de 30 min;Aeronef;Marque Aeronef
100110;Blue;55,00;50-59;F;2012;53,00;51 a 60;Affaire; -   € ; 105,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;04:44:25;4;15/03/2016;30,00;Non;4;12,00;328,00;Non;A330;Airbus
100111;Blue;55,00;50-59;M;2006;51,00;41 a 50;Loisir; -   € ; 150,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;04:22:47;4;27/12/2015;5,00;Non;4;12,00;925,00;Non;A330;Airbus
100112;Blue;55,00;50-59;M;2007;25,00;21 a 30;Loisir; 90,00 € ; 20,00 € ;Eco;FlyHere Airways;United Kingdom;Bruxelles;Belgium;Montreal;Canada;06:38:21;6;17/12/2015;17,00;Non;4;11,00;10000,00;Non;A330;Airbus
100113;Blue;56,00;50-59;M;2009;11,00;11 a 20;Affaire; -   € ; 90,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;16:14:36;16;22/02/2016;0,00;Non;4;12,00;1117,00;Non;A330;Airbus
100114;Blue;56,00;50-59;M;2009;23,00;21 a 30;Affaire; 10,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;15:46:44;15;23/01/2016;25,00;Non;4;2,00;1500,00;Non;A330;Airbus
100115;Blue;56,00;50-59;M;2011;14,00;11 a 20;Affaire; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;07:14:38;7;20/01/2016;14,00;Non;4;12,00;11000,00;Non;A380;Airbus
100116;Blue;57,00;50-59;F;2006;38,00;31 a 40;Affaire; -   € ; 40,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;19:41:52;19;03/02/2016;0,00;Non;4;12,00;569,00;Non;A330;Airbus
100117;Blue;59,00;50-59;F;2006;45,00;41 a 50;Loisir; -   € ; 50,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;11:29:43;11;24/12/2015;0,00;Non;4;12,00;23000,00;Non;A380;Airbus
100118;Blue;61,00;60-69;F;2010;41,00;41 a 50;Loisir; 105,00 € ; 40,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;07:43:32;7;29/12/2015;0,00;Non;4;12,00;416,00;Non;A330;Airbus
100119;Blue;62,00;60-69;F;2012;17,00;11 a 20;Affaire; 120,00 € ; 75,00 € ;Eco;Northwest Airlines;Australia;New York;USA;Berlin;Germany;02:29:11;2;15/03/2016;66,00;Non;4;12,00;296,00;Non;A330;Airbus
100120;Blue;63,00;60-69;F;2012;48,00;41 a 50;Loisir; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;11:47:45;11;15/01/2016;62,00;Non;4;12,00;253,00;Non;A330;Airbus
100121;Blue;65,00;60-69;F;2006;12,00;11 a 20;Affaire; 15,00 € ; 120,00 € ;Eco;Sky Airlines;USA;Bruxelles;Belgium;Paris;France;12:45:30;12;24/01/2016;152,00;Non;1;1,50;120,00;Oui;A380;Airbus
100122;Blue;65,00;60-69;M;2010;43,00;41 a 50;Loisir; -   € ; 60,00 € ;Eco Plus;Sky Airlines;USA;Nice;France;New York;USA;13:49:24;13;24/01/2016;0,00;Non;5;12,00;10000,00;Non;A380;Airbus
100123;Blue;66,00;60-69;F;2011;28,00;21 a 30;Affaire; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;23:31:26;23;09/03/2016;43,00;Non;4;12,00;642,00;Non;A330;Airbus
100124;Blue;66,00;60-69;F;2008;49,00;41 a 50;Loisir; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;13:55:10;13;25/02/2016;2,00;Non;5;12,00;23000,00;Non;A380;Airbus
100125;Blue;68,00;60-69;F;2008;37,00;31 a 40;Loisir; -   € ; 80,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;Nice;France;23:24:30;23;12/02/2016;0,00;Non;5;12,00;10000,00;Non;A380;Airbus
100126;Blue;70,00;70-79;F;2003;17,00;11 a 20;Loisir; 120,00 € ; 70,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;10:39:03;10;20/03/2016;0,00;Non;4;12,00;373,00;Non;A330;Airbus
100127;Gold;71,00;70-79;F;2009;2,00;1 a 10;Loisir; 80,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;16:46:00;16;06/01/2016;0,00;Non;4;12,00;10000,00;Non;A380;Airbus
100128;Blue;72,00;70-79;M;2004;14,00;11 a 20;Affaire; -   € ; 65,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;16:18:30;16;15/12/2015;0,00;Non;4;12,00;376,00;Oui;A330;Airbus
100129;Blue;78,00;70-79;M;2007;29,00;21 a 30;Loisir; -   € ; 165,00 € ;Business;Skyline US;USA;Madrid;Spain;Paris;France;00:12:27;0;17/03/2016;3,00;Non;4;12,00;1076,00;Non;A330;Airbus
100130;Blue;80,00;80+;M;2006;37,00;31 a 40;Loisir; -   € ; 19,00 € ;Business;Northwest Airlines;Australia;London;United Kingdom;Paris;France;16:18:07;16;11/03/2016;0,00;Non;4;12,00;599,00;Non;A330;Airbus
100131;Blue;80,00;80+;F;2008;22,00;21 a 30;Loisir; 45,00 € ; 135,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;London;United Kingdom;11:20:05;11;30/01/2016;15,00;Non;4;12,00;1028,00;Non;A330;Airbus
100132;Blue;80,00;80+;M;2010;51,00;51 a 60;Loisir; -   € ; 50,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;15:20:38;15;17/12/2015;2,00;Non;4;12,00;11000,00;Non;A380;Airbus
100133;Blue;80,00;80+;M;2003;33,00;31 a 40;Loisir; -   € ; 105,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;07:00:06;7;22/01/2016;38,00;Non;4;17,00;23000,00;Non;A380;Airbus
100134;Blue;16,00;0-19;F;2011;47,00;41 a 50;Loisir; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;22:22:09;22;13/02/2016;0,00;Non;5;12,00;10000,00;Non;A380;Airbus
100135;Blue;18,00;0-19;M;2008;45,00;41 a 50;Loisir; 20,00 € ; 20,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;10:15:55;10;23/12/2015;0,00;Non;4;12,00;190,00;Non;A330;Airbus
100136;Blue;23,00;20-29;F;2010;8,00;1 a 10;Affaire; -   € ; 120,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;15:03:12;15;25/02/2016;0,00;Non;4;12,00;501,00;Non;A330;Airbus
100137;Blue;25,00;20-29;F;2012;24,00;21 a 30;Affaire; 60,00 € ; -   € ;Eco Plus;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;09:38:47;9;22/12/2015;14,00;Non;4;2,00;1000,00;Non;A330;Airbus
100138;Blue;26,00;20-29;M;2011;11,00;11 a 20;Affaire; -   € ; 110,00 € ;Eco;Cheap Sky;France;New York;USA;Paris;France;00:18:22;0;20/02/2016;0,00;Non;2;23,00;101,00;Non;A330;Airbus
100139;Silver;26,00;20-29;M;2006;29,00;21 a 30;Affaire; 60,00 € ; 90,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;19:47:05;19;22/01/2016;0,00;Non;4;12,00;846,00;Non;A330;Airbus
100140;Gold;26,00;20-29;F;2007;14,00;11 a 20;Affaire; 15,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Geneve;Switzerland;12:54:10;12;17/12/2015;0,00;Non;4;12,00;1119,00;Non;B747;Boeing
100141;Blue;27,00;20-29;F;2005;17,00;11 a 20;Affaire; 30,00 € ; 30,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;05:00:39;5;17/03/2016;58,00;Non;5;12,00;23000,00;Non;A380;Airbus
100142;Silver;28,00;20-29;F;2010;8,00;1 a 10;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Beijing;China;20:51:00;20;01/03/2016;0,00;Non;4;12,00;175,00;Non;A330;Airbus
100143;Blue;29,00;20-29;M;2011;42,00;41 a 50;Affaire; -   € ; 60,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;04:19:26;4;03/03/2016;0,00;Non;4;12,00;639,00;Non;A330;Airbus
100144;Silver;29,00;20-29;M;2003;6,00;1 a 10;Loisir; 125,00 € ; 90,00 € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;London;United Kingdom;06:58:03;6;31/12/2015;0,00;Non;4;12,00;819,00;Non;A330;Airbus
100145;Blue;29,00;20-29;F;2007;1,00;0;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;20:14:04;20;03/02/2016;0,00;Non;4;12,00;946,00;Non;A330;Airbus
100146;Blue;29,00;20-29;F;2011;1,00;1 a 10;Affaire; -   € ; 30,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;19:11:22;19;19/12/2015;61,00;Non;5;12,00;11000,00;Non;A350;Airbus
100147;Blue;30,00;30-39;M;2009;31,00;31 a 40;Affaire; -   € ; 70,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;17:34:16;17;15/12/2015;28,00;Non;4;12,00;677,00;Oui;A330;Airbus
100148;Platinum;31,00;30-39;F;2011;19,00;11 a 20;Affaire; -   € ; 90,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Paris;France;08:02:50;8;15/12/2015;2,00;Non;4;17,00;1744,00;Non;A330;Airbus
100149;Blue;31,00;30-39;M;2009;45,00;41 a 50;Affaire; 20,00 € ; 15,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Nice;France;00:36:00;0;30/01/2016;26,00;Non;5;12,00;11000,00;Non;A380;Airbus
100150;Blue;31,00;30-39;F;2005;23,00;21 a 30;Affaire; 25,00 € ; 30,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;07:19:55;7;03/01/2016;1,00;Non;5;17,00;23000,00;Non;A380;Airbus
100151;Blue;32,00;30-39;F;2009;33,00;31 a 40;Loisir; 35,00 € ; 45,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;15:11:14;15;14/01/2016;129,00;Non;4;12,00;175,00;Oui;A330;Airbus
100152;Blue;33,00;30-39;F;2006;32,00;31 a 40;Billet Miles; -   € ; 20,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;London;United Kingdom;04:08:07;4;18/12/2015;0,00;Non;4;22,00;2586,00;Non;A330;Airbus
100153;Blue;34,00;30-39;M;2006;23,00;21 a 30;Affaire; 120,00 € ; 75,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;12:36:56;12;15/03/2016;36,00;Non;5;1,00;408,00;Non;A380;Airbus
100154;Silver;36,00;30-39;F;2003;14,00;11 a 20;Affaire; -   € ; 70,00 € ;Eco;Cheap Sky;France;New York;USA;Paris;France;20:52:35;20;20/02/2016;1,00;Non;2;18,00;101,00;Oui;A330;Airbus
100155;Gold;37,00;30-39;M;2011;1,00;0;Affaire; -   € ; 240,00 € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;19:14:05;19;23/12/2015;4,00;Non;2;1,00;408,00;Non;B747;Boeing
100156;Silver;37,00;30-39;F;2011;12,00;11 a 20;Affaire; 5,00 € ; 10,00 € ;Business;Sky Airlines;USA;Pekin;China;London;United Kingdom;10:21:58;10;05/03/2016;0,00;Non;4;17,00;21000,00;Non;A380;Airbus
100157;Blue;37,00;30-39;F;2008;16,00;11 a 20;Affaire; 180,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Pekin;China;Nice;France;23:21:31;23;05/01/2016;111,00;Non;5;12,00;23000,00;Non;A380;Airbus
100158;Blue;38,00;30-39;F;2005;11,00;11 a 20;Loisir; -   € ; -   € ;Eco;Northwest Airlines;Australia;Los Angeles;USA;Tokyo;Japan;10:37:32;10;09/02/2016;0,00;Non;4;26,00;109,00;Non;A330;Airbus
100159;Blue;38,00;30-39;M;2009;1,00;0;Billet Miles; 135,00 € ; 105,00 € ;Eco Plus;Northwest Airlines;Australia;Lisbon;Portugal;Berlin;Germany;10:48:40;10;14/03/2016;0,00;Non;4;12,00;196,00;Non;A330;Airbus
100160;Blue;38,00;30-39;F;2009;22,00;21 a 30;Affaire; -   € ; 40,00 € ;Business;Sky Airlines;USA;Pekin;China;New York;USA;21:49:45;21;14/01/2016;3,00;Non;5;17,00;30000,00;Non;A380;Airbus
100161;Silver;39,00;30-39;F;2010;8,00;1 a 10;Affaire; 10,00 € ; 20,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;22:54:19;22;22/12/2015;0,00;Non;2;12,00;607,00;Non;A330;Airbus
100162;Silver;39,00;30-39;M;2006;5,00;1 a 10;Affaire; -   € ; 15,00 € ;Eco;Sky Airlines;USA;Roma;Italy;Paris;France;00:13:46;0;28/02/2016;18,00;Non;4;12,00;628,00;Non;A330;Airbus
100163;Blue;39,00;30-39;F;2011;1,00;0;Affaire; -   € ; -   € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;02:08:50;2;08/03/2016;0,00;Non;4;12,00;1096,00;Non;A330;Airbus
100164;Blue;39,00;30-39;F;2010;9,00;1 a 10;Affaire; 560,00 € ; 110,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;22:38:58;22;18/01/2016;0,00;Non;5;12,00;23000,00;Non;A350;Airbus
100165;Platinum;39,00;30-39;F;2007;9,00;1 a 10;Loisir; 30,00 € ; 90,00 € ;Business;China Airlines;China;Pekin;China;Nice;France;02:10:51;2;11/03/2016;8,00;Non;5;12,00;23000,00;Non;A380;Airbus
100166;Silver;40,00;40-49;M;2010;25,00;21 a 30;Affaire; 120,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Beijing;China;20:51:51;20;31/01/2016;0,00;Non;4;12,00;1021,00;Non;A330;Airbus
100167;Blue;40,00;40-49;F;2012;15,00;11 a 20;Billet Miles; 20,00 € ; 20,00 € ;Business;China Airlines;China;Pekin;China;Nice;France;01:08:13;1;01/03/2016;0,00;Non;1;12,00;23000,00;Oui;A380;Airbus
100168;Blue;41,00;40-49;M;2010;8,00;1 a 10;Affaire; -   € ; 40,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;01:29:47;1;14/02/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
100169;Blue;41,00;40-49;M;2003;8,00;1 a 10;Affaire; -   € ; 75,00 € ;Eco;Cloud Airlines;France;Paris;France;Beijing;China;08:40:49;8;19/03/2016;0,00;Non;4;15,00;12000,00;Non;A330;Airbus
100170;Gold;41,00;40-49;F;2011;7,00;1 a 10;Affaire; 210,00 € ; 195,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;20:04:13;20;14/01/2016;8,00;Non;4;12,00;23000,00;Non;A380;Airbus
100171;Platinum;41,00;40-49;F;2010;2,00;1 a 10;Affaire; -   € ; 95,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;20:57:31;20;30/12/2015;2,00;Non;4;12,00;23000,00;Non;A380;Airbus
100172;Silver;41,00;40-49;M;2012;16,00;11 a 20;Affaire; 60,00 € ; 70,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;13:58:15;13;14/02/2016;28,00;Non;5;12,00;30000,00;Non;A380;Airbus
100173;Blue;42,00;40-49;F;2003;43,00;41 a 50;Affaire; 40,00 € ; 15,00 € ;Business;Cloud Airlines;France;Nice;France;Beijing;China;04:37:22;4;05/02/2016;60,00;Non;2;15,00;12000,00;Oui;A330;Airbus
100174;Silver;42,00;40-49;F;2004;11,00;1 a 10;Loisir; 30,00 € ; 35,00 € ;Eco;China Airlines;China;Sydney;Australia;New York;USA;20:19:28;20;17/02/2016;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
100175;Blue;42,00;40-49;F;2004;51,00;41 a 50;Loisir; 13,00 € ; 25,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;23:13:36;23;22/02/2016;11,00;Non;4;12,00;23000,00;Non;A380;Airbus
100176;Blue;43,00;40-49;F;2003;22,00;21 a 30;Billet Miles; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;07:46:52;7;31/01/2016;0,00;Non;5;1,00;98,00;Non;A380;Airbus
100177;Blue;43,00;40-49;F;2003;8,00;1 a 10;Affaire; -   € ; 45,00 € ;Eco;Cheap Sky;France;New York;USA;Paris;France;23:22:07;23;16/03/2016;0,00;Non;2;20,00;102,00;Oui;A330;Airbus
100178;Silver;43,00;40-49;F;2006;19,00;11 a 20;Affaire; -   € ; -   € ;Business;Sky Airlines;USA;Madrid;Spain;London;United Kingdom;22:02:31;22;28/02/2016;13,00;Non;5;12,00;545,00;Non;A380;Airbus
100179;Blue;44,00;40-49;F;2007;21,00;21 a 30;Affaire; -   € ; 25,00 € ;Eco Plus;China Airlines;China;Pekin;China;New York;USA;13:37:43;13;25/12/2015;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
100180;Blue;45,00;40-49;F;2006;11,00;11 a 20;Affaire; -   € ; 170,00 € ;Eco Plus;Blue Airlines;China;Tokyo;Japan;Paris;France;23:02:05;23;27/12/2015;136,00;Non;4;17,00;1726,00;Non;A330;Airbus
100181;Blue;46,00;40-49;M;2006;12,00;11 a 20;Affaire; 30,00 € ; 70,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;01:37:11;1;16/03/2016;0,00;Non;4;12,00;139,00;Oui;A330;Airbus
100182;Blue;46,00;40-49;F;2007;6,00;1 a 10;Affaire; 120,00 € ; 60,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;17:45:53;17;01/01/2016;176,00;Non;4;12,00;11000,00;Non;A380;Airbus
100183;Blue;48,00;40-49;F;2008;21,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;Northwest Airlines;Australia;London;United Kingdom;Paris;France;13:22:36;13;14/02/2016;12,00;Non;4;12,00;590,00;Non;A330;Airbus
100184;Blue;48,00;40-49;F;2003;1,00;0;Loisir; -   € ; -   € ;Eco;China Airlines;China;Montreal;Canada;Nice;France;18:54:35;18;21/01/2016;0,00;Non;5;12,00;11000,00;Non;A380;Airbus
100185;Blue;51,00;50-59;F;2004;1,00;1 a 10;Affaire; 20,00 € ; 10,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;06:46:24;6;28/01/2016;0,00;Non;4;12,00;733,00;Non;A330;Airbus
100186;Silver;51,00;50-59;M;2005;6,00;1 a 10;Affaire; 30,00 € ; 50,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;15:43:11;15;26/01/2016;0,00;Non;4;2,00;1500,00;Non;A330;Airbus
100187;Blue;51,00;50-59;F;2005;3,00;1 a 10;Affaire; -   € ; 70,00 € ;Business;Cloud Airlines;France;Lisbon;Portugal;Nice;France;03:38:12;3;18/03/2016;30,00;Non;2;17,00;1533,00;Oui;A330;Airbus
100188;Blue;52,00;50-59;M;2004;22,00;21 a 30;Loisir; 120,00 € ; 180,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;06:52:13;6;17/02/2016;11,00;Non;4;2,00;1500,00;Non;A330;Airbus
100189;Blue;54,00;50-59;F;2009;3,00;1 a 10;Affaire; 8,00 € ; 40,00 € ;Eco Plus;Sky Airlines;USA;Sydney;Australia;Paris;France;22:06:28;22;09/01/2016;0,00;Non;4;17,00;10000,00;Non;A380;Airbus
100190;Blue;55,00;50-59;F;2009;15,00;11 a 20;Affaire; 155,00 € ; 45,00 € ;Eco;Cloud Airlines;France;Paris;France;Roma;Italy;02:02:07;2;17/03/2016;6,00;Non;4;2,00;1500,00;Non;A330;Airbus
100191;Blue;56,00;50-59;F;2006;11,00;11 a 20;Affaire; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;Geneve;Switzerland;01:43:32;1;22/01/2016;0,00;Non;4;12,00;964,00;Non;B747;Boeing
100192;Blue;57,00;50-59;F;2003;12,00;11 a 20;Affaire; 95,00 € ; 105,00 € ;Eco Plus;Blue Airlines;China;Tokyo;Japan;Paris;France;20:23:19;20;14/01/2016;0,00;Non;4;17,00;1608,00;Non;A330;Airbus
100193;Silver;58,00;50-59;M;2007;16,00;11 a 20;Affaire; 5,00 € ; 15,00 € ;Business;Sky Airlines;USA;Montreal;Canada;London;United Kingdom;16:16:17;16;14/02/2016;54,00;Non;5;12,00;10500,00;Non;A380;Airbus
100194;Silver;60,00;60-69;F;2003;18,00;11 a 20;Loisir; 65,00 € ; 132,00 € ;Business;China Airlines;China;Pekin;China;Nice;France;18:38:08;18;16/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
100195;Silver;61,00;60-69;F;2003;26,00;21 a 30;Billet Miles; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;12:43:50;12;24/12/2015;7,00;Non;4;2,00;1500,00;Non;A330;Airbus
100196;Blue;61,00;60-69;M;2011;43,00;41 a 50;Loisir; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Pekin;China;Paris;France;17:14:59;17;08/02/2016;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
100197;Blue;62,00;60-69;F;2008;48,00;41 a 50;Loisir; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Nice;France;Paris;France;17:22:44;17;26/02/2016;14,00;Non;5;1,00;98,00;Non;A380;Airbus
100198;Gold;62,00;60-69;M;2004;24,00;21 a 30;Affaire; -   € ; 120,00 € ;Business;Northwest Airlines;Australia;New York;USA;Berlin;Germany;05:48:03;5;04/02/2016;2,00;Non;4;12,00;190,00;Non;A330;Airbus
100199;Blue;63,00;60-69;F;2008;42,00;41 a 50;Loisir; 80,00 € ; 45,00 € ;Eco;Cloud Airlines;France;Roma;Italy;Paris;France;14:15:12;14;19/01/2016;0,00;Non;4;12,00;1187,00;Non;A330;Airbus
100200;Blue;64,00;60-69;M;2012;53,00;51 a 60;Loisir; -   € ; 50,00 € ;Eco;OnlyJets Airlines;Australia;New York;USA;Paris;France;19:40:05;19;12/12/2015;0,00;Non;4;12,00;588,00;Non;A330;Airbus
100201;Blue;64,00;60-69;F;2007;1,00;1 a 10;Loisir; -   € ; 95,00 € ;Eco;China Airlines;China;Montreal;Canada;New York;USA;06:31:08;6;13/02/2016;0,00;Non;5;6,00;3000,00;Non;A380;Airbus
100202;Blue;67,00;60-69;M;2009;21,00;21 a 30;Loisir; 70,00 € ; 90,00 € ;Eco;Sky Airlines;USA;Tokyo;Japan;London;United Kingdom;16:12:49;16;02/03/2016;0,00;Non;4;12,00;190,00;Non;A330;Airbus
100203;Silver;67,00;60-69;F;2005;31,00;21 a 30;Loisir; 20,00 € ; 60,00 € ;Eco;Blue Airlines;China;Tokyo;Japan;Bruxelles;Belgium;15:12:15;15;16/01/2016;0,00;Oui;1;1,00;2018,00;Oui;A330;Airbus
100204;Blue;68,00;60-69;F;2008;19,00;11 a 20;Affaire; 15,00 € ; 40,00 € ;Eco;Blue Airlines;China;Los Angeles;USA;Tokyo;Japan;04:07:37;4;28/01/2016;0,00;Non;4;12,00;1222,00;Non;A330;Airbus
100205;Blue;70,00;70-79;F;2007;28,00;21 a 30;Affaire; -   € ; 60,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;London;United Kingdom;08:22:41;8;04/03/2016;0,00;Non;4;12,00;11000,00;Non;A380;Airbus
100206;Blue;72,00;70-79;F;2008;36,00;31 a 40;Affaire; -   € ; 30,00 € ;Eco;OnlyJets Airlines;Australia;Madrid;Spain;Paris;France;12:31:11;12;11/03/2016;1,00;Non;4;12,00;1028,00;Non;A330;Airbus
100207;Blue;72,00;70-79;F;2006;74,00;71 a 80;Affaire; -   € ; 35,00 € ;Business;Sky Airlines;USA;Pekin;China;New York;USA;08:15:49;8;23/12/2015;22,00;Non;4;17,00;30000,00;Non;A380;Airbus
100208;Blue;73,00;70-79;F;2008;35,00;31 a 40;Affaire; -   € ; 55,00 € ;Eco;Cloud Airlines;France;Montreal;Canada;Lyon;France;08:39:25;8;19/12/2015;0,00;Non;4;10,00;11000,00;Non;A350;Airbus
100209;Blue;74,00;70-79;M;2012;25,00;21 a 30;Loisir; -   € ; 20,00 € ;Eco;Cloud Airlines;France;Paris;France;Lyon;France;09:14:23;9;03/01/2016;0,00;Non;2;1,00;98,00;Non;B747;Boeing
100210;Platinum;75,00;70-79;M;2010;46,00;41 a 50;Loisir; 15,00 € ; 35,00 € ;Business;Sky Airlines;USA;Roma;Italy;Paris;France;12:55:14;12;19/12/2015;0,00;Non;4;12,00;557,00;Non;A330;Airbus
100211;Blue;78,00;70-79;F;2003;33,00;31 a 40;Loisir; -   € ; 105,00 € ;Eco;China Airlines;China;Pekin;China;Nice;France;12:21:37;12;27/12/2015;0,00;Non;5;12,00;23000,00;Non;A380;Airbus
100212;Blue;80,00;80+;F;2003;62,00;61 a 70;Loisir; -   € ; 20,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;21:16:44;21;20/01/2016;0,00;Non;5;24,00;22000,00;Non;A380;Airbus
100213;Blue;16,00;0-19;M;2006;15,00;11 a 20;Affaire; 45,00 € ; 30,00 € ;Eco Plus;Northwest Airlines;Australia;New York;USA;Paris;France;15:31:33;15;09/03/2016;0,00;Non;4;12,00;574,00;Non;A330;Airbus
100214;Blue;16,00;0-19;F;2005;24,00;21 a 30;Affaire; -   € ; -   € ;Eco;Sky Airlines;USA;Sydney;Australia;New York;USA;10:55:58;10;17/12/2015;0,00;Non;5;24,00;20000,00;Non;A380;Airbus
100215;Blue;16,00;0-19;F;2011;24,00;21 a 30;Loisir; -   € ; 130,00 € ;Eco;Sky Airlines;USA;Pekin;China;London;United Kingdom;10:00:50;10;16/02/2016;0,00;Non;2;12,00;21000,00;Oui;A350;Airbus
100216;Blue;17,00;0-19;F;2003;4,00;1 a 10;Loisir; -   € ; 110,00 € ;Eco;FlyHere Airways;United Kingdom;Paris;France;Lisbon;Portugal;08:05:20;8;30/12/2015;6,00;Non;4;2,00;1000,00;Non;A330;Airbus
100217;Blue;18,00;0-19;M;2005;18,00;11 a 20;Loisir; -   € ; 113,00 € ;Eco;Sky Airlines;USA;Pekin;China;New York;USA;05:18:12;5;30/12/2015;0,00;Non;5;12,00;30000,00;Non;A380;Airbus
100218;Blue;20,00;20-29;M;2007;5,00;1 a 10;Affaire; -   € ; 80,00 € ;Eco Plus;Sky Airlines;USA;Roma;Italy;Paris;France;13:28:35;13;24/01/2016;35,00;Non;4;12,00;542,00;Oui;A330;Airbus
100219;Blue;20,00;20-29;M;2005;2,00;1 a 10;Affaire; -   € ; 45,00 € ;Eco;Sky Airlines;USA;Sydney;Australia;Paris;France;01:16:21;1;13/01/2016;0,00;Non;4;17,00;10000,00;Non;A380;Airbus
100220;Blue;23,00;20-29;M;2010;28,00;21 a 30;Affaire; -   € ; 10,00 € ;Eco;Sky Airlines;USA;Paris;France;Lisbon;Portugal;18:54:12;18;25/02/2016;0,00;Non;4;2,00;1000,00;Non;A330;Airbus
